"","Species","Mass_g","litter_or_clutch_size_n","litters_or_clutches_per_y","longevity_y","female_maturity_d","gestation_d","weaning_d","Binomial","GBIF_ID"
"1353","Falsistrellus petersi",9.05,-999,-999,-999,-999,-999,-999,"Falsistrellus_petersi","4266078"
"1354","Falsistrellus tasmaniensis",22.54,-999,-999,-999,-999,-999,-999,"Falsistrellus_tasmaniensis","4266081"
"1355","Felis bieti",5486.95,3.69,2.02,17.9,307.83232,64.7187,81.505,"Felis_bieti","2435040"
"1356","Felis catus",4573.08,3.69,2.02,19,304,64,81.505,"Felis_catus","2435035"
"1357","Felis chaus",10000,3,2,19.97916667,383.18,62.3938,91.308,"Felis_chaus","2435066"
"1358","Felis manul",3500,4.14,-999,15.60416667,365.116,72.13332,-999,"Felis_manul","2435023"
"1359","Felis margarita",2750,4.5,2,13.725,273.962,66.9592,-999,"Felis_margarita","2435028"
"1360","Felis nigripes",2125,1.91,4,13.775,445,66.9592,67.23,"Felis_nigripes","2435037"
"1361","Felis silvestris",5036.54,3.69,2.02,18,307.83232,64.7187,81.505,"Felis_silvestris","7964291"
"1362","Felovia vae",205,1,-999,-999,-999,-999,-999,"Felovia_vae","2439823"
"1363","Feresa attenuata",151500,1,-999,21,-999,-999,-999,"Feresa_attenuata","2440530"
"1364","Feroculus feroculus",35.99,-999,-999,-999,-999,-999,-999,"Feroculus_feroculus","2435791"
"1365","Fossa fossana",1853.98,1,1.1,11,728,88.2644,69.39408,"Fossa_fossana","2433529"
"1366","Funambulus palmarum",136.4,2.62,-999,5.491666667,-999,34,-999,"Funambulus_palmarum","2437246"
"1367","Funambulus pennantii",125.07,3.14,2.585,5.075,241.98424,40.47988,58.6,"Funambulus_pennantii","2437243"
"1368","Funambulus sublineatus",70.93,2,-999,-999,-999,-999,-999,"Funambulus_sublineatus","2437247"
"1369","Funambulus tristriatus",134.62,2.695,-999,0.25,-999,-999,95.345,"Funambulus_tristriatus","2437245"
"1370","Funisciurus anerythrus",218,1.41,-999,10.45,-999,-999,-999,"Funisciurus_anerythrus","2437413"
"1371","Funisciurus bayonii",134.99,3,-999,-999,-999,-999,-999,"Funisciurus_bayonii","2437419"
"1372","Funisciurus carruthersi",276.85,-999,-999,-999,-999,-999,-999,"Funisciurus_carruthersi","2437416"
"1373","Funisciurus congicus",112,2,2,9.5,-999,52.65428,50,"Funisciurus_congicus","2437412"
"1374","Funisciurus isabella",109.31,1.8,-999,-999,-999,-999,-999,"Funisciurus_isabella","2437415"
"1375","Funisciurus lemniscatus",140.99,1.8,-999,-999,-999,-999,-999,"Funisciurus_lemniscatus","2437418"
"1376","Funisciurus leucogenys",250,0.985,-999,3.158333333,-999,-999,-999,"Funisciurus_leucogenys","2437414"
"1377","Funisciurus pyrropus",257.835,1.685,-999,9.491666667,-999,-999,-999,"Funisciurus_pyrropus","2437411"
"1378","Funisciurus substriatus",185.73,-999,-999,6.816666667,-999,-999,-999,"Funisciurus_substriatus","2437417"
"1379","Furipterus horrens",3.15,1,-999,-999,-999,-999,-999,"Furipterus_horrens","2432769"
"1380","Galago alleni",277.615,1.22,1,10,295.44398,134.52446,-999,"Galago_alleni","2436523"
"1381","Galago cameronensis",277.615,1.22,1,8,295.44398,134.52446,-999,"Galago_cameronensis","4267288"
"1382","Galago demidoff",63.1,1.29,1,13.39583333,345.24,111,45.654,"Galago_demidoff","4267292"
"1383","Galago gabonensis",277.615,1.22,1,10,295.44398,134.52446,-999,"Galago_gabonensis","4267284"
"1384","Galago gallarum",192.2,1.5,2,17.025,285.185,126.49,89.08874,"Galago_gallarum","2436521"
"1385","Galago granti",181.85,1.5,2,17,324.75212,126,89.08874,"Galago_granti","4267280"
"1386","Galago matschiei",192.2,1.5,2,17,285.185,126.49,89.08874,"Galago_matschiei","2436519"
"1387","Galago moholi",180,1.545,2,17,323.23032,126,90.46,"Galago_moholi","2436522"
"1388","Galago nyasae",180,1.545,2,17,323.23032,126,90.46,"Galago_nyasae","4267281"
"1389","Galago senegalensis",192.2,1.5,2,17.025,285.185,126.49,89.08874,"Galago_senegalensis","9198359"
"1390","Galago thomasi",63.8,1.29,1,13.39583333,345.24,111,45.654,"Galago_thomasi","4267291"
"1391","Galago zanzibaricus",171.5,1.5,2,17,323.75106,126,89,"Galago_zanzibaricus","4267283"
"1392","Galea flavidens",450,-999,7,-999,77.03,53,-999,"Galea_flavidens","5219700"
"1393","Galea musteloides",337.875,2.63,7,1.833333333,66,54,38.65372,"Galea_musteloides","5219699"
"1394","Galea spixii",360.61,2.4,6.625,4.6,80.735,53,42.045,"Galea_spixii","5219701"
"1395","Galemys pyrenaicus",60.735,3.645,2,4,550.847,30.218,-999,"Galemys_pyrenaicus","5219516"
"1396","Galenomys garleppi",59.3,-999,-999,-999,-999,-999,-999,"Galenomys_garleppi","2438414"
"1397","Galeopterus variegates",1056.1,1,-999,8.89375,-999,60,182.64,"Galeopterus_variegates","4266848"
"1398","Galerella flavescens",750,-999,-999,-999,-999,-999,-999,"Galerella_flavescens","5219130"
"1399","Galerella pulverulenta",683,2.6,-999,11.64166667,-999,60.936,58.21856,"Galerella_pulverulenta","5219126"
"1400","Galerella sanguinea",509.8,2.23,2,9.2375,415.285,61.27,54.44,"Galerella_sanguinea","5219098"
"1401","Galictis cuja",1000,3.5,-999,10.2,-999,-999,-999,"Galictis_cuja","5218901"
"1402","Galictis vittata",2325,2,-999,11.15416667,-999,39.5668,-999,"Galictis_vittata","5218906"
"1403","Galidia elegans",800,1,1,18.78333333,737.15992,76.11,59.27,"Galidia_elegans","2433507"
"1404","Galidictis fasciata",549.99,1,1,2.491666667,-999,-999,-999,"Galidictis_fasciata","5218783"
"1405","Galidictis grandidieri",1400,1,1,-999,-999,-999,-999,"Galidictis_grandidieri","5218782"
"1406","Gazella arabica",24124.67,1.5,1.245,18.3,476,169.43796,121.744,"Gazella_arabica","5220158"
"1407","Gazella bennettii",22278.415,1.22,1.1,18.3,485.11,172,88,"Gazella_bennettii","5220147"
"1408","Gazella cuvieri",20348.835,1.23,-999,11.74166667,348.89828,170.87298,-999,"Gazella_cuvieri","5220148"
"1409","Gazella dorcas",47386.47,1.22,1,20.775,498.97,156,117.9395,"Gazella_dorcas","5220149"
"1410","Gazella gazella",35318.235,1.475,1.245,19.50416667,476,169.43796,121.744,"Gazella_gazella","5220154"
"1411","Gazella leptoceros",24645.75,1,-999,14.27916667,157,167.29,-999,"Gazella_leptoceros","5220150"
"1412","Gazella saudiya",32185.735,1.22,1,20.75,498.97,156,117.9395,"Gazella_saudiya","5220151"
"1413","Gazella spekei",20000,1,1.46,13.73916667,457.2674,187.90764,-999,"Gazella_spekei","5220157"
"1414","Gazella subgutturosa",37740.685,1.39,1,16.3,604.533,169.22066,106.263,"Gazella_subgutturosa","5220146"
"1415","Genetta abyssinica",1405.48,-999,-999,13.80833333,-999,-999,-999,"Genetta_abyssinica","5219361"
"1416","Genetta angolensis",1859.64,-999,-999,5.825,-999,-999,-999,"Genetta_angolensis","5219351"
"1417","Genetta cristata",1519.535,2,2,24.1125,-999,-999,-999,"Genetta_cristata","5219349"
"1418","Genetta genetta",1866.67,2.29,2,21.6,1479,76.09,71.8,"Genetta_genetta","5219362"
"1419","Genetta johnstoni",2225,-999,-999,-999,-999,-999,-999,"Genetta_johnstoni","5219352"
"1420","Genetta maculata",2225,2.3,-999,20.3125,-999,-999,-999,"Genetta_maculata","5219355"
"1421","Genetta pardina",1820,2.355,2,20.3125,1151.41,70.61152,59.04584,"Genetta_pardina","5219360"
"1422","Genetta piscivora",1648.05,0.96,-999,-999,-999,-999,-999,"Genetta_piscivora","5219350"
"1423","Genetta poensis",1820,2.355,2,20.3125,1151.41,70.61152,59.04584,"Genetta_poensis","5219354"
"1424","Genetta servalina",1175.84,1.5,-999,14.225,-999,-999,-999,"Genetta_servalina","5219342"
"1425","Genetta thierryi",1400,-999,-999,4.908333333,-999,-999,-999,"Genetta_thierryi","5219353"
"1426","Genetta tigrina",1760,2.5,2,18.10416667,1151.41,70.61152,59.04584,"Genetta_tigrina","5219356"
"1427","Genetta victoriae",2743.69,-999,-999,1.166666667,-999,-999,-999,"Genetta_victoriae","5219348"
"1428","Geocapromys brownii",1500,1.8,2,11.65416667,365,120,2.17,"Geocapromys_brownii","2437650"
"1429","Geocapromys ingrahami",733.52,1.02,1.16,7.658333333,-999,113.1943,5.84,"Geocapromys_ingrahami","2437651"
"1430","Geocapromys thoracatus",1500,1.8,2,9.833333333,365,120,2.17,"Geocapromys_thoracatus","2437649"
"1431","Geogale aurita",6.7,3.65,2,2.083333333,-999,60.16908,35.84378,"Geogale_aurita","2432151"
"1432","Geomys arenarius",200.375,4,1,7.2,92.8,26.78368,34,"Geomys_arenarius","2439372"
"1433","Geomys attwateri",176.7,3.265,1,7.2,92.8,26.78368,34,"Geomys_attwateri","2439371"
"1434","Geomys breviceps",176.7,2.66,1.155,7.2,91,26.78368,34,"Geomys_breviceps","2439376"
"1435","Geomys bursarius",186.85,3.39,1,7.2,92.8,26.78368,34,"Geomys_bursarius","2439378"
"1436","Geomys knoxjonesi",176.7,3.39,1,7.2,92.8,23.98,30.89198,"Geomys_knoxjonesi","2439373"
"1437","Geomys personatus",397,3.195,2,2,-999,-999,-999,"Geomys_personatus","2439375"
"1438","Geomys pinetis",195.75,1.77,1.865,0.083333333,180.71966,28.30548,30.436,"Geomys_pinetis","2439377"
"1439","Geomys texensis",176.7,3.39,1,7.2,92.8,26.78368,34,"Geomys_texensis","2439370"
"1440","Geomys tropicalis",397,3.3,2,4.5,157.32,-999,30.24,"Geomys_tropicalis","2439374"
"1441","Georychus capensis",189.68,5.94,2,3,304.18,44,17.34852,"Georychus_capensis","5219653"
"1442","Geoxus valdivianus",30.8,3.4,-999,-999,-999,-999,-999,"Geoxus_valdivianus","2438116"
"1443","Gerbilliscus afra",83.465,3.92,6.5,5.679166667,152,23,-999,"Gerbilliscus_afra","4264940"
"1444","Gerbilliscus brantsii",82.205,2.785,4,0.75,136.309,22.7335,27.02094,"Gerbilliscus_brantsii","4264943"
"1445","Gerbilliscus guineae",102.5,-999,-999,-999,-999,-999,-999,"Gerbilliscus_guineae","4264949"
"1446","Gerbilliscus inclusus",124.75,-999,2.72,-999,102.6662,23.29286,22.10414,"Gerbilliscus_inclusus","4264946"
"1447","Gerbilliscus kempi",113,4.3,2,4.991666667,98.9585,25.33,-999,"Gerbilliscus_kempi","7962917"
"1448","Gerbilliscus leucogaster",133.8,4.52,-999,2.908333333,-999,28.37,28.09774,"Gerbilliscus_leucogaster","4264948"
"1449","Gerbilliscus nigricaudus",118.5,4.44,5,-999,-999,-999,-999,"Gerbilliscus_nigricaudus","4264945"
"1450","Gerbilliscus phillipsi",127.07,-999,-999,-999,-999,-999,-999,"Gerbilliscus_phillipsi","4264941"
"1451","Gerbilliscus robustus",94.495,5.205,-999,-999,-999,-999,-999,"Gerbilliscus_robustus","4264947"
"1452","Gerbilliscus validus",113,4.3,2,4.995833333,98.917,25,-999,"Gerbilliscus_validus","4264944"
"1453","Gerbillurus paeba",28.5,3.635,-999,3.241666667,74.09782,25.02222,23.89876,"Gerbillurus_paeba","2438751"
"1454","Gerbillurus setzeri",38.6,3,-999,-999,-999,21.3052,25.6103,"Gerbillurus_setzeri","2438753"
"1455","Gerbillurus tytonis",29.79,4.4,-999,-999,-999,-999,29.26146,"Gerbillurus_tytonis","2438752"
"1456","Gerbillurus vallinus",37.02,3.87,-999,-999,-999,-999,25.35,"Gerbillurus_vallinus","2438750"
"1457","Gerbillus agag",28.345,4.1,-999,5.904166667,-999,-999,-999,"Gerbillus_agag","2437833"
"1458","Gerbillus amoenus",26.95,4.08,3,3.616666667,-999,21.44196,27.79,"Gerbillus_amoenus","2437812"
"1459","Gerbillus andersoni",27.5,4.1,-999,5.904166667,-999,-999,-999,"Gerbillus_andersoni","2437786"
"1460","Gerbillus aquilus",35.675,8,-999,2.658333333,-999,-999,-999,"Gerbillus_aquilus","2437837"
"1461","Gerbillus cheesmani",35.675,8,-999,2.658333333,-999,-999,-999,"Gerbillus_cheesmani","2437830"
"1462","Gerbillus floweri",39.9,3.3,5,8.183333333,78.15,22.14,27.5,"Gerbillus_floweri","2437804"
"1463","Gerbillus garamantis",28.4,4.08,3,4.491666667,-999,21.44196,27.79,"Gerbillus_garamantis","2437796"
"1464","Gerbillus gerbillus",28.345,4.1,-999,5.904166667,-999,-999,-999,"Gerbillus_gerbillus","2437787"
"1465","Gerbillus gleadowi",26.055,3.25,-999,-999,-999,20.19606,-999,"Gerbillus_gleadowi","2437838"
"1466","Gerbillus grobbeni",28.4,4.08,3,4.491666667,-999,21.44196,27.79,"Gerbillus_grobbeni","2437816"
"1467","Gerbillus henleyi",9.85,4,-999,-999,-999,-999,-999,"Gerbillus_henleyi","2437800"
"1468","Gerbillus hesperinus",39.9,3.3,5,8.183333333,78.15,22.14,27.5,"Gerbillus_hesperinus","2437791"
"1469","Gerbillus latastei",28.345,4.12,-999,5.904166667,-999,-999,-999,"Gerbillus_latastei","2437810"
"1470","Gerbillus nanus",28.4,4.08,3,4.491666667,-999,21.44196,27.79,"Gerbillus_nanus","2437788"
"1471","Gerbillus nigeriae",29.7,4.1,-999,5.904166667,-999,-999,-999,"Gerbillus_nigeriae","2437839"
"1472","Gerbillus perpallidus",52.4,4.575,-999,5.491666667,93.13416,20.22,26.6315,"Gerbillus_perpallidus","2437809"
"1473","Gerbillus pusillus",12.575,-999,-999,0.5,-999,-999,-999,"Gerbillus_pusillus","2437822"
"1474","Gerbillus pyramidum",39.9,3.3,5,8.183333333,78.15,22.14,27.5,"Gerbillus_pyramidum","2437811"
"1475","Gerbillus tarabuli",39.9,3.385,5,8.166666667,78.48962,22.14,27.06575,"Gerbillus_tarabuli","2437840"
"1476","Gerbillus vivax",27.6,4.4,3,3.120833333,-999,21.91392,27.79,"Gerbillus_vivax","2437829"
"1477","Giraffa camelopardalis",8e+05,1.12,0.54,36.3,1380.26878,456.125,182.455,"Giraffa_camelopardalis","2441205"
"1478","Glaucomys sabrinus",148,3,1,13,238.31388,40,66.5,"Glaucomys_sabrinus","2437331"
"1479","Glaucomys volans",65.4,3.13,1.665,14.16666667,329.92624,40,54.6315,"Glaucomys_volans","2437338"
"1480","Glauconycteris alboguttata",9.05,-999,-999,-999,-999,-999,-999,"Glauconycteris_alboguttata","4266157"
"1481","Glauconycteris argentata",9.3,-999,-999,-999,-999,-999,-999,"Glauconycteris_argentata","4266162"
"1482","Glauconycteris beatrix",7.5,-999,-999,-999,-999,-999,-999,"Glauconycteris_beatrix","4266153"
"1483","Glauconycteris egeria",8.41,-999,-999,-999,-999,-999,-999,"Glauconycteris_egeria","4266163"
"1484","Glauconycteris gleni",10.81,-999,-999,-999,-999,-999,-999,"Glauconycteris_gleni","4266154"
"1485","Glauconycteris humeralis",5.49,-999,-999,-999,-999,-999,-999,"Glauconycteris_humeralis","4266159"
"1486","Glauconycteris kenyacola",7.17,-999,-999,-999,-999,-999,-999,"Glauconycteris_kenyacola","4266164"
"1487","Glauconycteris poensis",6.91,-999,-999,-999,-999,-999,-999,"Glauconycteris_poensis","4266160"
"1488","Glauconycteris superba",15,-999,-999,-999,-999,-999,-999,"Glauconycteris_superba","4266165"
"1489","Glauconycteris variegata",11.25,1.06,1,-999,-999,91.32,45.66,"Glauconycteris_variegata","4266156"
"1490","Glironia venusta",140,4,-999,1.5,-999,-999,-999,"Glironia_venusta","2439986"
"1491","Glirulus japonicus",47.4,4,1.5,6.983333333,145.02,30.436,38,"Glirulus_japonicus","2439681"
"1492","Glis glis",140.045,4.73,1.19,8.7,322.6216,28.19,32.56652,"Glis_glis","5706486"
"1493","Glischropus javanus",5.37,-999,-999,-999,-999,-999,-999,"Glischropus_javanus","2432513"
"1494","Glischropus tylopus",4.445,1,2,-999,-999,-999,-999,"Glischropus_tylopus","2432514"
"1495","Globicephala macrorhynchus",726000,1,0.22,63,3470,452,730,"Globicephala_macrorhynchus","2440605"
"1496","Globicephala melas",1060000,1,0.242857143,49.78333333,2472.01192,453.4514,725.515,"Globicephala_melas","2440596"
"1497","Glossophaga commissarisi",9.3,1,2,-999,-999,-999,-999,"Glossophaga_commissarisi","2433193"
"1498","Glossophaga leachii",10.7,1,2,10.4875,-999,107.255,46.65,"Glossophaga_leachii","2433195"
"1499","Glossophaga longirostris",10.9,1,2,10.4875,-999,107.255,46.65,"Glossophaga_longirostris","2433192"
"1500","Glossophaga morenoi",8.54,1,-999,-999,-999,-999,-999,"Glossophaga_morenoi","2433196"
"1501","Glossophaga soricina",10.25,1,2,10.4875,-999,107.255,46.65,"Glossophaga_soricina","2433194"
"1502","Glyphonycteris behnii",14.53,-999,-999,-999,-999,-999,-999,"Glyphonycteris_behnii","4265379"
"1503","Glyphonycteris daviesi",18.61,0.98,-999,-999,-999,-999,-999,"Glyphonycteris_daviesi","4265381"
"1504","Glyphonycteris sylvestris",8.91,-999,-999,-999,-999,-999,-999,"Glyphonycteris_sylvestris","4265380"
"1505","Glyphotes simus",52.53,-999,-999,-999,-999,-999,-999,"Glyphotes_simus","2437466"
"1506","Golunda ellioti",60.73,4.165,-999,2.408333333,-999,-999,-999,"Golunda_ellioti","2438299"
"1507","Gorilla beringei",139842,1,0.3,50.45,3091.06,257,1008.05,"Gorilla_beringei","7262070"
"1508","Gorilla gorilla",126215.495,1.005,0.3,50.2,2829,257,834,"Gorilla_gorilla","2436441"
"1509","Gracilinanus aceramarcae",21.75,-999,-999,-999,-999,-999,-999,"Gracilinanus_aceramarcae","2439854"
"1510","Gracilinanus agilis",21.5,11.5,2,6.075,270,20,65,"Gracilinanus_agilis","2439852"
"1511","Gracilinanus agricolai",10,-999,-999,-999,-999,-999,-999,"Gracilinanus_agricolai","2439853"
"1512","Gracilinanus dryas",18.265,-999,-999,-999,-999,-999,-999,"Gracilinanus_dryas","2439849"
"1513","Gracilinanus emiliae",10,-999,-999,-999,-999,-999,-999,"Gracilinanus_emiliae","2439851"
"1514","Gracilinanus formosus",22.88,-999,-999,-999,-999,-999,-999,"Gracilinanus_formosus","2439855"
"1515","Gracilinanus marica",16.9,5.99,-999,-999,-999,-999,-999,"Gracilinanus_marica","2439859"
"1516","Gracilinanus microtarsus",24.5,9.7,1,1,365.265,-999,76.1,"Gracilinanus_microtarsus","2439856"
"1517","Grammomys aridulus",37.01,-999,-999,-999,-999,-999,-999,"Grammomys_aridulus","2439199"
"1518","Grammomys buntingi",43.7,3,3.46,4.4,73.0464,24,24.95752,"Grammomys_buntingi","2439196"
"1519","Grammomys cometes",44.35,2.95,3,4.4,73.0464,24,23.87,"Grammomys_cometes","2439195"
"1520","Grammomys dolichurus",43.7,3,3.46,4.4,73.0464,24,24.95752,"Grammomys_dolichurus","2439202"
"1521","Grammomys ibeanus",41.19,-999,-999,-999,-999,-999,-999,"Grammomys_ibeanus","2439201"
"1522","Grammomys kuru",53,1,-999,-999,-999,25.26188,-999,"Grammomys_kuru","4264883"
"1523","Grammomys macmillani",37.01,-999,-999,-999,-999,-999,-999,"Grammomys_macmillani","2439197"
"1524","Grammomys minnae",35.99,-999,-999,-999,-999,-999,-999,"Grammomys_minnae","2439204"
"1525","Grammomys poensis",51.515,1.485,-999,-999,120,24.95594,-999,"Grammomys_poensis","4264884"
"1526","Grampus griseus",425000,1,0.416666667,30,3652.5,365.116,456.6,"Grampus_griseus","5220027"
"1527","Graomys centralis",68.86,7.01,-999,-999,-999,-999,-999,"Graomys_centralis","4265035"
"1528","Graomys domorum",68.86,7.01,-999,-999,-999,-999,-999,"Graomys_domorum","2438230"
"1529","Graomys edithae",40.4,-999,-999,-999,-999,-999,-999,"Graomys_edithae","2438232"
"1530","Graomys griseoflavus",68.32,7.01,-999,-999,-999,-999,-999,"Graomys_griseoflavus","2438231"
"1531","Graphiurus angolensis",46.1,5.17,-999,7.266666667,-999,-999,-999,"Graphiurus_angolensis","5706487"
"1532","Graphiurus johnstoni",24,3,2,5.8,-999,24,-999,"Graphiurus_johnstoni","5706488"
"1533","Graphiurus kelleni",10.5,4.41,-999,1.666666667,-999,-999,-999,"Graphiurus_kelleni","5219905"
"1534","Graphiurus microtis",24,3,2,5.8,-999,24,-999,"Graphiurus_microtis","5219915"
"1535","Graphiurus murinus",24,3,2,5.8,-999,24,-999,"Graphiurus_murinus","5219911"
"1536","Graphiurus nagtglasii",30,3.11,-999,1.083333333,-999,-999,-999,"Graphiurus_nagtglasii","5706489"
"1537","Graphiurus ocularis",68.8,4.995,3,3.908333333,-999,-999,-999,"Graphiurus_ocularis","5219907"
"1538","Graphiurus platyops",46.1,5.17,-999,7.266666667,-999,-999,-999,"Graphiurus_platyops","5219908"
"1539","Graphiurus rupicola",46.1,5.17,-999,7.266666667,-999,-999,-999,"Graphiurus_rupicola","5219913"
"1540","Gulo gulo",12792.49,2.84,0.5,18,756.6,51.4381075,83.64,"Gulo_gulo","5219073"
"1541","Gymnobelideus leadbeateri",133.66,1.54,2,11,478.015,17.215,117.16,"Gymnobelideus_leadbeateri","2440054"
"1542","Gymnuromys roberti",97.5,1.94,1,-999,-999,-999,-999,"Gymnuromys_roberti","2438764"
"1543","Habromys chinanteco",40,-999,-999,-999,-999,-999,-999,"Habromys_chinanteco","2438988"
"1544","Habromys ixtlani",84.99,1.9,-999,-999,-999,-999,-999,"Habromys_ixtlani","4265159"
"1545","Habromys lepturus",84.99,1.9,-999,-999,-999,-999,-999,"Habromys_lepturus","2438989"
"1546","Habromys lophurus",40,-999,-999,-999,-999,-999,-999,"Habromys_lophurus","2438987"
"1547","Habromys simulatus",40,-999,-999,-999,-999,-999,-999,"Habromys_simulatus","2438990"
"1548","Haeromys margarettae",14.04,-999,-999,-999,-999,-999,-999,"Haeromys_margarettae","2438870"
"1549","Haeromys pusillus",11.49,-999,-999,-999,-999,-999,-999,"Haeromys_pusillus","2438869"
"1550","Halichoerus grypus",197570.01,1,0.93,44.5,1499.31336,291.225,18.78298,"Halichoerus_grypus","2434806"
"1551","Handleyomys fuscatus",49.5,-999,-999,-999,-999,-999,-999,"Handleyomys_fuscatus","4265181"
"1552","Handleyomys intectus",60.5,-999,-999,-999,-999,-999,-999,"Handleyomys_intectus","4265180"
"1553","Hapalemur alaotrensis",1275.105,1.2,1.1,17.1,880.51348,141.24,147,"Hapalemur_alaotrensis","4266941"
"1554","Hapalemur aureus",1476.205,1.01,1.05,11.39166667,-999,142.5,-999,"Hapalemur_aureus","2436415"
"1555","Hapalemur griseus",1202.71,1.2,1.1,17.1,880.51348,141.24,147,"Hapalemur_griseus","2436414"
"1556","Hapalemur occidentalis",1202.71,1.2,1.1,17.1,880.51348,141.24,147,"Hapalemur_occidentalis","4266942"
"1557","Hapalomys delacouri",70,-999,-999,-999,-999,-999,-999,"Hapalomys_delacouri","2438767"
"1558","Hapalomys longicaudatus",70,-999,-999,-999,-999,-999,-999,"Hapalomys_longicaudatus","2438766"
"1559","Haplonycteris fischeri",18.125,1,1,10,156.455,132.365,73.02,"Haplonycteris_fischeri","2432937"
"1560","Harpiocephalus harpia",13.65,-999,-999,-999,-999,-999,-999,"Harpiocephalus_harpia","2432380"
"1561","Harpiocephalus mordax",16.87,-999,-999,-999,-999,-999,-999,"Harpiocephalus_mordax","4266052"
"1562","Harpyionycteris celebensis",126.125,1,2,-999,298.755,132.74,111.6,"Harpyionycteris_celebensis","2432841"
"1563","Harpyionycteris whiteheadi",135.48,1,2,-999,298.755,132.74,111.6,"Harpyionycteris_whiteheadi","2432840"
"1564","Heimyscus fumosus",17.2,-999,-999,-999,-999,-999,-999,"Heimyscus_fumosus","2438925"
