"","Plot","Plot2","Major_taxa","Order","Species","Mass_g","CombAll","CombPlot2","CombOrder","CombSpecies","Density_Nm2","Trophic","Group"
"2792",2,3,"Protist","Unknown","Unknown",2.35e-08,0.000321284061499933,0.000321284061499933,NA,NA,4e+06,"","Marine"
"2793",2,3,"Protist","Unknown","Unknown",1.18e-08,0.000177885640696165,0.000177885640696165,NA,NA,4100000,"","Marine"
"2794",2,3,"Protist","Unknown","Unknown",9.6e-08,0.00127191332508843,0.00127191332508843,NA,NA,4500000,"","Marine"
"2795",2,3,"Protist","Unknown","Unknown",8.52e-09,0.000145921751070706,0.000145921751070706,NA,NA,4500000,"","Marine"
"2796",2,3,"Protist","Unknown","Unknown",3.78e-08,0.000589675966458812,0.000589675966458812,NA,NA,4800000,"","Marine"
"2797",2,3,"Protist","Unknown","Unknown",5.13e-08,0.000847420076697268,0.000847420076697268,NA,NA,5250000,"","Marine"
"2798",2,3,"Protist","Unknown","Unknown",1.96e-08,0.000375607398677669,0.000375607398677669,NA,NA,5500000,"","Marine"
"2799",2,3,"Protist","Unknown","Unknown",1.35e-08,0.000308285756335309,0.000308285756335309,NA,NA,6300000,"","Marine"
"2800",2,3,"Protist","Unknown","Unknown",1.24e-08,0.000294799582586123,0.000294799582586123,NA,NA,6500000,"","Marine"
"2801",2,3,"Protist","Unknown","Unknown",1.36e-08,0.000320178128533876,0.000320178128533876,NA,NA,6500000,"","Marine"
"2802",2,3,"Protist","Unknown","Unknown",1.1e-08,0.000279119483699229,0.000279119483699229,NA,NA,6850000,"","Marine"
"2803",2,3,"Protist","Unknown","Unknown",1.56e-08,0.000453842873975856,0.000453842873975856,NA,NA,8150000,"","Marine"
"2804",2,3,"Protist","Unknown","Unknown",1.8e-09,6.70480625829383e-05,6.70480625829383e-05,NA,NA,8300000,"","Marine"
"2805",2,3,"Protist","Unknown","Unknown",1.71e-08,0.000544045914358715,0.000544045914358715,NA,NA,9e+06,"","Marine"
"2806",2,3,"Protist","Unknown","Unknown",8.92e-08,0.00272620133165312,0.00272620133165312,NA,NA,10300000,"","Marine"
"2807",2,3,"Protist","Unknown","Unknown",1.35e-08,0.000601891238559413,0.000601891238559413,NA,NA,12300000,"","Marine"
"2808",2,3,"Protist","Unknown","Unknown",9e-08,0.00360181243419111,0.00360181243419111,NA,NA,13500000,"","Marine"
"2809",2,3,"Protist","Unknown","Unknown",1.92e-08,0.000958742229378729,0.000958742229378729,NA,NA,14300000,"","Marine"
"2810",2,3,"Protist","Unknown","Unknown",4.81e-08,0.00220953162296531,0.00220953162296531,NA,NA,14500000,"","Marine"
"2811",2,3,"Protist","Unknown","Unknown",8.59e-08,0.00383862483361053,0.00383862483361053,NA,NA,1.5e+07,"","Marine"
"2812",2,3,"Protist","Unknown","Unknown",1.07e-07,0.00473377058059703,0.00473377058059703,NA,NA,15200000,"","Marine"
"2813",2,3,"Protist","Unknown","Unknown",8.87e-08,0.00434532417182209,0.00434532417182209,NA,NA,16500000,"","Marine"
"2814",2,3,"Protist","Unknown","Unknown",2.93e-08,0.00168268421456052,0.00168268421456052,NA,NA,17200000,"","Marine"
"2815",2,3,"Protist","Unknown","Unknown",1.13e-07,0.0060494846343361,0.0060494846343361,NA,NA,18500000,"","Marine"
"2816",2,3,"Protist","Unknown","Unknown",1.58e-08,0.00105325993258084,0.00105325993258084,NA,NA,18700000,"","Marine"
"2817",2,3,"Protist","Unknown","Unknown",1.49e-08,0.00115445443422764,0.00115445443422764,NA,NA,21600000,"","Marine"
"2818",2,3,"Protist","Unknown","Unknown",1.73e-08,0.00134378694664918,0.00134378694664918,NA,NA,2.2e+07,"","Marine"
"2819",2,3,"Protist","Unknown","Unknown",7.58e-09,0.000654284767060696,0.000654284767060696,NA,NA,22400000,"","Marine"
"2820",2,3,"Protist","Unknown","Unknown",1.8e-09,0.000185795836073203,0.000185795836073203,NA,NA,2.3e+07,"","Marine"
"2821",2,3,"Protist","Unknown","Unknown",2.19e-08,0.00177976869164307,0.00177976869164307,NA,NA,23600000,"","Marine"
"2822",2,3,"Protist","Unknown","Unknown",1.8e-08,0.00160113762030507,0.00160113762030507,NA,NA,25300000,"","Marine"
"2823",2,3,"Protist","Unknown","Unknown",1.02e-07,0.00805650792794605,0.00805650792794605,NA,NA,2.7e+07,"","Marine"
"2824",2,3,"Protist","Unknown","Unknown",3.3e-09,0.000377759058530788,0.000377759058530788,NA,NA,27200000,"","Marine"
"2825",2,3,"Protist","Unknown","Unknown",2.6e-09,0.000334423631254904,0.000334423631254904,NA,NA,29800000,"","Marine"
"2826",2,3,"Protist","Unknown","Unknown",6.67e-09,0.000784204828842377,0.000784204828842377,NA,NA,30100000,"","Marine"
"2827",2,3,"Protist","Unknown","Unknown",1.96e-08,0.00208974298173394,0.00208974298173394,NA,NA,30600000,"","Marine"
"2828",2,3,"Protist","Unknown","Unknown",1.79e-08,0.00205287606334029,0.00205287606334029,NA,NA,32600000,"","Marine"
"2829",2,3,"Protist","Unknown","Unknown",1.46e-08,0.00182643919352449,0.00182643919352449,NA,NA,34800000,"","Marine"
"2830",2,3,"Protist","Unknown","Unknown",4.48e-09,0.00071187160892742,0.00071187160892742,NA,NA,3.9e+07,"","Marine"
"2831",2,3,"Protist","Unknown","Unknown",4.05e-08,0.0050959354580926,0.0050959354580926,NA,NA,3.9e+07,"","Marine"
"2832",2,3,"Protist","Unknown","Unknown",2.73e-08,0.0036276136146567,0.0036276136146567,NA,NA,39500000,"","Marine"
"2833",2,3,"Protist","Unknown","Unknown",1.13e-09,0.000222701391856854,0.000222701391856854,NA,NA,41800000,"","Marine"
"2834",2,3,"Protist","Unknown","Unknown",9.58e-08,0.0117926543143355,0.0117926543143355,NA,NA,41800000,"","Marine"
"2835",2,3,"Protist","Unknown","Unknown",1.3e-09,0.000260277812588216,0.000260277812588216,NA,NA,43100000,"","Marine"
"2836",2,3,"Protist","Unknown","Unknown",2.36e-08,0.00399907480765889,0.00399907480765889,NA,NA,49600000,"","Marine"
"2837",2,3,"Protist","Unknown","Unknown",5.31e-09,0.00109854933626185,0.00109854933626185,NA,NA,51700000,"","Marine"
"2838",2,3,"Protist","Unknown","Unknown",3.15e-09,0.000758047504820051,0.000758047504820051,NA,NA,56900000,"","Marine"
"2839",2,3,"Protist","Unknown","Unknown",1.92e-08,0.00400258119537833,0.00400258119537833,NA,NA,59700000,"","Marine"
"2840",2,3,"Protist","Unknown","Unknown",2.09e-08,0.00434690123575338,0.00434690123575338,NA,NA,60100000,"","Marine"
"2841",2,3,"Protist","Unknown","Unknown",3.09e-08,0.00619661252216134,0.00619661252216134,NA,NA,60400000,"","Marine"
"2842",2,3,"Protist","Unknown","Unknown",1.03e-08,0.00232448300151177,0.00232448300151177,NA,NA,60500000,"","Marine"
"2843",2,3,"Protist","Unknown","Unknown",1.5e-09,0.000441297106225731,0.000441297106225731,NA,NA,64300000,"","Marine"
"2844",2,3,"Protist","Unknown","Unknown",2.69e-09,0.000795942138603814,0.000795942138603814,NA,NA,68800000,"","Marine"
"2845",2,3,"Protist","Unknown","Unknown",1.12e-07,0.0243308172504618,0.0243308172504618,NA,NA,7.5e+07,"","Marine"
"2846",2,3,"Protist","Unknown","Unknown",3.36e-08,0.0085582071785552,0.0085582071785552,NA,NA,77400000,"","Marine"
"2847",2,3,"Protist","Unknown","Unknown",4.57e-09,0.0015626279920084,0.0015626279920084,NA,NA,84100000,"","Marine"
"2848",2,3,"Protist","Unknown","Unknown",1.68e-08,0.00504564709017068,0.00504564709017068,NA,NA,84800000,"","Marine"
"2849",2,3,"Protist","Unknown","Unknown",4.43e-08,0.0122460367889953,0.0122460367889953,NA,NA,86500000,"","Marine"
"2850",2,3,"Protist","Unknown","Unknown",3.34e-08,0.00971146090059245,0.00971146090059245,NA,NA,88300000,"","Marine"
"2851",2,3,"Protist","Unknown","Unknown",1.12e-09,0.000479405177912972,0.000479405177912972,NA,NA,90700000,"","Marine"
"2852",2,3,"Protist","Unknown","Unknown",2.08e-08,0.00668330250197123,0.00668330250197123,NA,NA,92800000,"","Marine"
"2853",2,3,"Protist","Unknown","Unknown",3.38e-09,0.00133658614189554,0.00133658614189554,NA,NA,94200000,"","Marine"
"2854",2,3,"Protist","Unknown","Unknown",7.84e-08,0.0224989088280847,0.0224989088280847,NA,NA,95400000,"","Marine"
"2855",2,3,"Protist","Unknown","Unknown",1.5e-09,0.000754940617182433,0.000754940617182433,NA,NA,1.1e+08,"","Marine"
"2856",2,3,"Protist","Unknown","Unknown",9.15e-09,0.00383643600293234,0.00383643600293234,NA,NA,1.11e+08,"","Marine"
"2857",2,3,"Protist","Unknown","Unknown",2.82e-09,0.00142396472598492,0.00142396472598492,NA,NA,1.18e+08,"","Marine"
"2858",2,3,"Protist","Unknown","Unknown",1.82e-08,0.00786146442324107,0.00786146442324107,NA,NA,1.23e+08,"","Marine"
"2859",2,3,"Protist","Unknown","Unknown",3.16e-09,0.00169675248493324,0.00169675248493324,NA,NA,1.27e+08,"","Marine"
"2860",2,3,"Protist","Unknown","Unknown",3.14e-10,0.000215354200642249,0.000215354200642249,NA,NA,1.27e+08,"","Marine"
"2861",2,3,"Protist","Unknown","Unknown",4.71e-09,0.00255787908252872,0.00255787908252872,NA,NA,1.34e+08,"","Marine"
"2862",2,3,"Protist","Unknown","Unknown",1.44e-08,0.00699849017927861,0.00699849017927861,NA,NA,1.35e+08,"","Marine"
"2863",2,3,"Protist","Unknown","Unknown",6.81e-09,0.0036627487223459,0.0036627487223459,NA,NA,1.38e+08,"","Marine"
"2864",2,3,"Protist","Unknown","Unknown",2.7e-08,0.0128219133878743,0.0128219133878743,NA,NA,1.41e+08,"","Marine"
"2865",2,3,"Protist","Unknown","Unknown",1.14e-08,0.00635249607621905,0.00635249607621905,NA,NA,1.51e+08,"","Marine"
"2866",2,3,"Protist","Unknown","Unknown",5.52e-09,0.00387169131600615,0.00387169131600615,NA,NA,1.76e+08,"","Marine"
"2867",2,3,"Protist","Unknown","Unknown",1.54e-08,0.00985351260497325,0.00985351260497325,NA,NA,1.79e+08,"","Marine"
"2868",2,3,"Protist","Unknown","Unknown",3.09e-08,0.0196978411300493,0.0196978411300493,NA,NA,1.92e+08,"","Marine"
"2869",2,3,"Protist","Unknown","Unknown",5.87e-09,0.00455525879132036,0.00455525879132036,NA,NA,1.96e+08,"","Marine"
"2870",2,3,"Protist","Unknown","Unknown",4.08e-09,0.00374394594632552,0.00374394594632552,NA,NA,2.23e+08,"","Marine"
"2871",2,3,"Protist","Unknown","Unknown",4.21e-09,0.00397128038555695,0.00397128038555695,NA,NA,2.3e+08,"","Marine"
"2872",2,3,"Protist","Unknown","Unknown",9.41e-10,0.00106304465135733,0.00106304465135733,NA,NA,2.35e+08,"","Marine"
"2873",2,3,"Protist","Unknown","Unknown",9.8e-09,0.0105470870263344,0.0105470870263344,NA,NA,2.87e+08,"","Marine"
"2874",2,3,"Protist","Unknown","Unknown",5.43e-09,0.00639480910602767,0.00639480910602767,NA,NA,2.95e+08,"","Marine"
"2875",2,3,"Protist","Unknown","Unknown",1.42e-09,0.00199315071754028,0.00199315071754028,NA,NA,3.05e+08,"","Marine"
"2876",2,3,"Protist","Unknown","Unknown",9.39e-10,0.0014854343361731,0.0014854343361731,NA,NA,3.29e+08,"","Marine"
"2877",2,3,"Protist","Unknown","Unknown",1.22e-08,0.0151530448237808,0.0151530448237808,NA,NA,3.39e+08,"","Marine"
"2878",2,3,"Protist","Unknown","Unknown",1.08e-09,0.00179078481384484,0.00179078481384484,NA,NA,3.5e+08,"","Marine"
"2879",2,3,"Protist","Unknown","Unknown",2.78e-09,0.00436065425574957,0.00436065425574957,NA,NA,3.66e+08,"","Marine"
"2880",2,3,"Protist","Unknown","Unknown",3.53e-10,0.000732410748255805,0.000732410748255805,NA,NA,3.89e+08,"","Marine"
"2881",2,3,"Protist","Unknown","Unknown",7.19e-09,0.0108661264866005,0.0108661264866005,NA,NA,3.9e+08,"","Marine"
"2882",2,3,"Protist","Unknown","Unknown",1.86e-08,0.0255461324902477,0.0255461324902477,NA,NA,3.92e+08,"","Marine"
"2883",2,3,"Protist","Unknown","Unknown",1.14e-08,0.0167436651545376,0.0167436651545376,NA,NA,3.98e+08,"","Marine"
"2884",2,3,"Protist","Unknown","Unknown",2.97e-09,0.00505590352270096,0.00505590352270096,NA,NA,4e+08,"","Marine"
"2885",2,3,"Protist","Unknown","Unknown",2.83e-08,0.0402121645494148,0.0402121645494148,NA,NA,4.24e+08,"","Marine"
"2886",2,3,"Protist","Unknown","Unknown",3.49e-09,0.0063660045113231,0.0063660045113231,NA,NA,4.36e+08,"","Marine"
"2887",2,3,"Protist","Unknown","Unknown",1.04e-09,0.00218647540148834,0.00218647540148834,NA,NA,4.42e+08,"","Marine"
"2888",2,3,"Protist","Unknown","Unknown",2.91e-09,0.00551058649268616,0.00551058649268616,NA,NA,4.44e+08,"","Marine"
"2889",2,3,"Protist","Unknown","Unknown",2.47e-09,0.00480223724042018,0.00480223724042018,NA,NA,4.48e+08,"","Marine"
"2890",2,3,"Protist","Unknown","Unknown",3.17e-08,0.0520622793336375,0.0520622793336375,NA,NA,4.96e+08,"","Marine"
"2891",2,3,"Protist","Unknown","Unknown",9.25e-09,0.0184271916493568,0.0184271916493568,NA,NA,5.28e+08,"","Marine"
"2892",2,3,"Protist","Unknown","Unknown",2.09e-09,0.0050130857161637,0.0050130857161637,NA,NA,5.43e+08,"","Marine"
"2893",2,3,"Protist","Unknown","Unknown",3.4e-09,0.00777379663557695,0.00777379663557695,NA,NA,5.45e+08,"","Marine"
"2894",2,3,"Protist","Unknown","Unknown",2.7e-09,0.00725460454410483,0.00725460454410483,NA,NA,6.25e+08,"","Marine"
"2895",2,3,"Protist","Unknown","Unknown",7.48e-09,0.0183577590449931,0.0183577590449931,NA,NA,6.36e+08,"","Marine"
"2896",2,3,"Protist","Unknown","Unknown",2.26e-08,0.0508052702276434,0.0508052702276434,NA,NA,6.55e+08,"","Marine"
"2897",2,3,"Protist","Unknown","Unknown",1.02e-08,0.0283371396324022,0.0283371396324022,NA,NA,7.44e+08,"","Marine"
"2898",2,3,"Protist","Unknown","Unknown",1.55e-09,0.00621918865993889,0.00621918865993889,NA,NA,8.8e+08,"","Marine"
"2899",2,3,"Protist","Unknown","Unknown",1.13e-08,0.0368141887525768,0.0368141887525768,NA,NA,8.82e+08,"","Marine"
"2900",2,3,"Protist","Unknown","Unknown",2.71e-09,0.0102715894430034,0.0102715894430034,NA,NA,8.82e+08,"","Marine"
"2901",2,3,"Protist","Unknown","Unknown",4.16e-09,0.0152892785847919,0.0152892785847919,NA,NA,8.95e+08,"","Marine"
"2902",2,3,"Protist","Unknown","Unknown",2.65e-09,0.0106273751932706,0.0106273751932706,NA,NA,9.31e+08,"","Marine"
"2903",2,3,"Protist","Unknown","Unknown",7.71e-09,0.0277585632496821,0.0277585632496821,NA,NA,9.36e+08,"","Marine"
"2904",2,3,"Protist","Unknown","Unknown",3.61e-09,0.0156508993627859,0.0156508993627859,NA,NA,1.04e+09,"","Marine"
"2905",2,3,"Protist","Unknown","Unknown",5.83e-10,0.0033023281887896,0.0033023281887896,NA,NA,1.12e+09,"","Marine"
"2906",2,3,"Protist","Unknown","Unknown",1.71e-09,0.00895057699867501,0.00895057699867501,NA,NA,1.16e+09,"","Marine"
"2907",2,3,"Protist","Unknown","Unknown",1.19e-09,0.00691918893725461,0.00691918893725461,NA,NA,1.24e+09,"","Marine"
"2908",2,3,"Protist","Unknown","Unknown",2.37e-09,0.0128097669188656,0.0128097669188656,NA,NA,1.24e+09,"","Marine"
"2909",2,3,"Protist","Unknown","Unknown",3.93e-09,0.0232176092924054,0.0232176092924054,NA,NA,1.43e+09,"","Marine"
"2910",2,3,"Protist","Unknown","Unknown",4.16e-10,0.00313997688311435,0.00313997688311435,NA,NA,1.44e+09,"","Marine"
"2911",2,3,"Protist","Unknown","Unknown",3.91e-10,0.00330080998857884,0.00330080998857884,NA,NA,1.6e+09,"","Marine"
"2912",2,3,"Protist","Unknown","Unknown",1.02e-09,0.00777862898010842,0.00777862898010842,NA,NA,1.6e+09,"","Marine"
"2913",2,3,"Protist","Unknown","Unknown",1.73e-09,0.0128644635710784,0.0128644635710784,NA,NA,1.65e+09,"","Marine"
"2914",2,3,"Protist","Unknown","Unknown",4.15e-09,0.0298309832487341,0.0298309832487341,NA,NA,1.75e+09,"","Marine"
"2915",2,3,"Protist","Unknown","Unknown",5.64e-09,0.040814025175056,0.040814025175056,NA,NA,1.82e+09,"","Marine"
"2916",2,3,"Protist","Unknown","Unknown",3.75e-09,0.0284924348669571,0.0284924348669571,NA,NA,1.83e+09,"","Marine"
"2917",2,3,"Protist","Unknown","Unknown",9.15e-10,0.00847044462990514,0.00847044462990514,NA,NA,1.92e+09,"","Marine"
"2918",2,3,"Protist","Unknown","Unknown",3.16e-09,0.0267205115737518,0.0267205115737518,NA,NA,2e+09,"","Marine"
"2919",2,3,"Protist","Unknown","Unknown",1.12e-10,0.00140332663550729,0.00140332663550729,NA,NA,2.08e+09,"","Marine"
"2920",2,3,"Protist","Unknown","Unknown",3.86e-09,0.0351500746977634,0.0351500746977634,NA,NA,2.2e+09,"","Marine"
"2921",2,3,"Protist","Unknown","Unknown",3.34e-09,0.0318676265856832,0.0318676265856832,NA,NA,2.27e+09,"","Marine"
"2922",2,3,"Protist","Unknown","Unknown",1.53e-10,0.00210436302907642,0.00210436302907642,NA,NA,2.36e+09,"","Marine"
"2923",2,3,"Protist","Unknown","Unknown",7.98e-10,0.0100327093145893,0.0100327093145893,NA,NA,2.57e+09,"","Marine"
"2924",2,3,"Protist","Unknown","Unknown",2.41e-09,0.0276835438108059,0.0276835438108059,NA,NA,2.64e+09,"","Marine"
"2925",2,3,"Protist","Unknown","Unknown",7.22e-10,0.00988795644563316,0.00988795644563316,NA,NA,2.77e+09,"","Marine"
"2926",2,3,"Protist","Unknown","Unknown",1.7e-09,0.0238713096220867,0.0238713096220867,NA,NA,3.11e+09,"","Marine"
"2927",2,3,"Protist","Unknown","Unknown",1.22e-09,0.0200266047319788,0.0200266047319788,NA,NA,3.51e+09,"","Marine"
"2928",2,3,"Protist","Unknown","Unknown",5.67e-10,0.0102387696800735,0.0102387696800735,NA,NA,3.56e+09,"","Marine"
"2929",2,3,"Protist","Unknown","Unknown",3.74e-10,0.00707799007893685,0.00707799007893685,NA,NA,3.57e+09,"","Marine"
"2930",2,3,"Protist","Unknown","Unknown",3.81e-09,0.0577992941392068,0.0577992941392068,NA,NA,3.66e+09,"","Marine"
"2931",2,3,"Protist","Unknown","Unknown",1.42e-10,0.00315305902512297,0.00315305902512297,NA,NA,3.78e+09,"","Marine"
"2932",2,3,"Protist","Unknown","Unknown",2.13e-09,0.0373722253244137,0.0373722253244137,NA,NA,3.98e+09,"","Marine"
"2933",2,3,"Protist","Unknown","Unknown",8.37e-10,0.0167030175429385,0.0167030175429385,NA,NA,4.1e+09,"","Marine"
"2934",2,3,"Protist","Unknown","Unknown",4.19e-09,0.0725548266095758,0.0725548266095758,NA,NA,4.22e+09,"","Marine"
"2935",2,3,"Protist","Unknown","Unknown",5.08e-09,0.0910901754498189,0.0910901754498189,NA,NA,4.46e+09,"","Marine"
"2936",2,3,"Protist","Unknown","Unknown",3.7e-09,0.0692276160249793,0.0692276160249793,NA,NA,4.5e+09,"","Marine"
"2937",2,3,"Protist","Unknown","Unknown",9.65e-10,0.0209584973100109,0.0209584973100109,NA,NA,4.53e+09,"","Marine"
"2938",2,3,"Protist","Unknown","Unknown",1.61e-10,0.00461024285222295,0.00461024285222295,NA,NA,4.94e+09,"","Marine"
"2939",2,3,"Protist","Unknown","Unknown",1.57e-09,0.0384601599438274,0.0384601599438274,NA,NA,5.38e+09,"","Marine"
"2940",2,3,"Protist","Unknown","Unknown",1.6e-09,0.049877181183666,0.049877181183666,NA,NA,6.86e+09,"","Marine"
"2941",2,3,"Protist","Unknown","Unknown",1.98e-09,0.0676455980930759,0.0676455980930759,NA,NA,7.69e+09,"","Marine"
"2942",2,3,"Protist","Unknown","Unknown",2.16e-10,0.00933302683213056,0.00933302683213056,NA,NA,7.69e+09,"","Marine"
"2943",2,3,"Protist","Unknown","Unknown",9.24e-10,0.0343130751481744,0.0343130751481744,NA,NA,7.71e+09,"","Marine"
"2944",2,3,"Protist","Unknown","Unknown",3.58e-10,0.0152339570285404,0.0152339570285404,NA,NA,7.99e+09,"","Marine"
"2945",2,3,"Protist","Unknown","Unknown",6.26e-10,0.0351924901429567,0.0351924901429567,NA,NA,1.12e+10,"","Marine"
"2946",2,3,"Protist","Unknown","Unknown",9.53e-10,0.056274116546752,0.056274116546752,NA,NA,1.23e+10,"","Marine"
"2947",2,3,"Protist","Unknown","Unknown",3.61e-10,0.0349604768440561,0.0349604768440561,NA,NA,1.82e+10,"","Marine"
"2948",2,3,"Protist","Unknown","Unknown",4.26e-10,0.063924685407901,0.063924685407901,NA,NA,2.87e+10,"","Marine"
"2949",2,3,"Protist","Unknown","Unknown",5.19e-10,0.104700886974392,0.104700886974392,NA,NA,3.94e+10,"","Marine"
"2950",2,3,"Protist","Unknown","Unknown",3.59e-10,0.0890707019244618,0.0890707019244618,NA,NA,4.66e+10,"","Marine"
"2951",2,3,"Protist","Unknown","Unknown",3.92e-10,0.130886837694606,0.130886837694606,NA,NA,6.33e+10,"","Marine"
"2952",2,3,"Protist","Unknown","Unknown",4.02e-10,0.34471502789478,0.34471502789478,NA,NA,1.63e+11,"","Marine"
"2953",2,3,"Protist","Unknown","Unknown",1.61e-10,0.00461024285222295,0.00461024285222295,NA,NA,4.94e+09,"","Marine"
"2954",2,3,"Protist","Unknown","Unknown",3.92e-10,0.130886837694606,0.130886837694606,NA,NA,6.33e+10,"","Marine"
"2955",2,3,"Protist","Unknown","Unknown",1.57e-09,0.0384601599438274,0.0384601599438274,NA,NA,5.38e+09,"","Marine"
"2956",2,3,"Protist","Unknown","Unknown",3.58e-10,0.0152339570285404,0.0152339570285404,NA,NA,7.99e+09,"","Marine"
"2957",2,3,"Protist","Unknown","Unknown",3.81e-09,0.0577992941392068,0.0577992941392068,NA,NA,3.66e+09,"","Marine"
"2958",2,3,"Protist","Unknown","Unknown",3.59e-10,0.0890707019244618,0.0890707019244618,NA,NA,4.66e+10,"","Marine"
"2959",2,3,"Protist","Unknown","Unknown",3.61e-09,0.0156508993627859,0.0156508993627859,NA,NA,1.04e+09,"","Marine"
"2960",2,3,"Protist","Unknown","Unknown",4.02e-10,0.34471502789478,0.34471502789478,NA,NA,1.63e+11,"","Marine"
"2961",2,3,"Protist","Unknown","Unknown",5.19e-10,0.104700886974392,0.104700886974392,NA,NA,3.94e+10,"","Marine"
"2962",2,3,"Protist","Unknown","Unknown",9.65e-10,0.0209584973100109,0.0209584973100109,NA,NA,4.53e+09,"","Marine"
"2963",2,3,"Protist","Unknown","Unknown",4.26e-10,0.063924685407901,0.063924685407901,NA,NA,2.87e+10,"","Marine"
"2964",3,4,"Plant","Aquifoliales","Ilex aquifolium",26451.6129,1.0619431366375,1.0619431366375,NA,NA,0.31,"","Broadleaf"
