UniqueID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Productivity_g_yr,Growth_rate_per_yr,Trophic,Group,Family,Genus,Reference,Notes,Notes_measure,,
3479,5,7,Bird,Passeriformes,Turdus migratorius,75.5,6.24E+01,0.826814834,,Passerine,Turdidae,Turdus,AnAge Data,HAGRID: 997; Refs: 62;444;445;732,unknown; medium sample size; acceptable quality,,
3480,5,7,Bird,Passeriformes,Turdus migratorius,78.52356346,58.47900841,0.744731974,,Passerine,Turdidae,Turdus,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: fruit,,,
3481,5,7,Bird,Passeriformes,Turdus nudigenis,63.9,526.6909091,8.242424243,,Passerine,Turdidae,Turdus,Ernest et al. 2003,,,,
3482,5,7,Bird,Passeriformes,Turdus philomelos,67.76415076,50.35006088,0.743019138,,Passerine,Turdidae,Turdus,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3483,5,7,Bird,Passeriformes,Turdus pilaris,105.9253725,55.84701947,0.527229861,,Passerine,Turdidae,Turdus,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: fruit,,,
3484,5,7,Bird,Passeriformes,Turdus torquatus,108.8930093,66.0693448,0.60673633,,Passerine,Turdidae,Turdus,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3485,5,7,Bird,Passeriformes,Turdus viscivorus,117.4897555,60.53408748,0.515228645,,Passerine,Turdidae,Turdus,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3486,5,7,Bird,Passeriformes,Tyrannus tyrannus,39.9,2.38E+01,0.595352381,,Passerine,Tyrannidae,Tyrannus,AnAge Data,HAGRID: 1024; Refs: 427;444;445;510;732;000;000,wild; small sample size; acceptable quality,,
3487,5,7,Bird,Passeriformes,Tyrannus verticalis,40.7,2.77E+01,0.681540541,,Passerine,Tyrannidae,Tyrannus,AnAge Data,HAGRID: 1025; Refs: 444;445;579;732,wild; tiny sample size; acceptable quality,,
3488,5,7,Bird,Passeriformes,Vermivora celata,9.204495718,6.180164001,0.671428853,,Passerine,Parulidae,Vermivora,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3489,5,7,Bird,Passeriformes,Vermivora chrysoptera,8.8,7.12E+00,0.809157159,,Passerine,Parulidae,Vermivora,AnAge Data,HAGRID: 932; Refs: 444;445;578;820,wild; tiny sample size; acceptable quality,,
3490,5,7,Bird,Passeriformes,Vermivora chrysoptera,8.749837752,6.576578374,0.751622894,,Passerine,Parulidae,Vermivora,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3491,5,7,Bird,Passeriformes,Vermivora cyanoptera,8.9,6.79E+00,0.763303146,,Passerine,Parulidae,Vermivora,AnAge Data,HAGRID: 933; Refs: 427;444;445;510;820,wild; small sample size; acceptable quality,,
3492,5,7,Bird,Passeriformes,Vermivora peregrina,8.892011179,7.726805851,0.868960429,,Passerine,Parulidae,Vermivora,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3493,5,7,Bird,Passeriformes,Vermivora pinus,8.892011179,6.950243176,0.781627805,,Passerine,Parulidae,Vermivora,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Occasional; Migratory mode: migrant; Diet: invertebrate,,,
3494,5,7,Bird,Passeriformes,Vermivora ruficapilla,8.090958992,5.407543229,0.668343918,,Passerine,Parulidae,Vermivora,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3495,5,7,Bird,Passeriformes,Vireo bellii,10,9.32E+00,0.9316328,,Passerine,Vireonidae,Vireo,AnAge Data,HAGRID: 1027; Refs: 427;444;445,wild; tiny sample size; acceptable quality,,
3496,5,7,Bird,Passeriformes,Vireo bellii,8.49180475,11.29795915,1.330454418,,Passerine,Vireonidae,Vireo,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3497,5,7,Bird,Passeriformes,Vireo flavifrons,18,1.23E+01,0.680586111,,Passerine,Vireonidae,Vireo,AnAge Data,HAGRID: 1028; Refs: 444;445;578,wild; medium sample size; acceptable quality,,
3498,5,7,Bird,Passeriformes,Vireo gilvus,15,1.44E+01,0.963298667,,Passerine,Vireonidae,Vireo,AnAge Data,HAGRID: 1029; Refs: 444;445;578,wild; small sample size; acceptable quality,,
3499,5,7,Bird,Passeriformes,Vireo griseus,12,8.24E+00,0.686855917,,Passerine,Vireonidae,Vireo,AnAge Data,HAGRID: 1030; Refs: 427;444;445;818,wild; small sample size; acceptable quality,,
3500,5,7,Bird,Passeriformes,Vireo griseus,11.40249788,10.51961874,0.922571427,,Passerine,Vireonidae,Vireo,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3501,5,7,Bird,Passeriformes,Vireo olivaceus,17,1.09E+01,0.643708824,,Passerine,Vireonidae,Vireo,AnAge Data,HAGRID: 1033; Refs: 427;444;445;732,wild; small sample size; acceptable quality,,
3502,5,7,Bird,Passeriformes,Vireo olivaceus,16.06941253,13.00169578,0.809095899,,Passerine,Vireonidae,Vireo,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3503,5,7,Bird,Passeriformes,Vireo solitarius,16,1.10E+01,0.684874375,,Passerine,Vireonidae,Vireo,AnAge Data,HAGRID: 1035; Refs: 444;445;578,wild; medium sample size; acceptable quality,,
3504,5,7,Bird,Passeriformes,Xanthocephalus xanthocephalus,75.75,5.71E+01,0.754403168,,Passerine,Icteridae,Xanthocephalus,AnAge Data,HAGRID: 819; Refs: 444;445;732,unknown; medium sample size; acceptable quality,,
3505,5,7,Bird,Passeriformes,Zonotrichia albicollis,21.1,1.74E+01,0.826811848,,Passerine,Emberizidae,Zonotrichia,AnAge Data,HAGRID: 739; Refs: 61;427;435;444;445;700,wild; medium sample size; acceptable quality,,
3506,5,7,Bird,Passeriformes,Zonotrichia albicollis,24.37810818,10.71519305,0.439541615,,Passerine,Emberizidae,Zonotrichia,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: seed,,,
3507,5,7,Bird,Passeriformes,Zonotrichia atricapilla,31.55,2.61E+01,0.827284945,,Passerine,Emberizidae,Zonotrichia,AnAge Data,HAGRID: 740; Refs: 444;445;580;732,wild; large sample size; acceptable quality,,
3508,5,7,Bird,Passeriformes,Zonotrichia leucophrys,25.82,2.14E+01,0.827370256,,Passerine,Emberizidae,Zonotrichia,AnAge Data,HAGRID: 741; Refs: 62;427;435;444;445;700,wild; large sample size; acceptable quality,,
3509,5,7,Bird,Passeriformes,Zonotrichia leucophrys,27.9898132,16.44371723,0.587489353,,Passerine,Emberizidae,Zonotrichia,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: seed,,,
3510,5,7,Bird,Passeriformes,Zonotrichia querula,33.1,2.27E+01,0.687029909,,Passerine,Emberizidae,Zonotrichia,AnAge Data,HAGRID: 742; Refs: 425;444;445;580;818,wild; medium sample size; acceptable quality,,
3511,5,7,Bird,Passeriformes,Zonotrichia querula,35.48133892,12.61827535,0.355631319,,Passerine,Emberizidae,Zonotrichia,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: seed,,,
3512,5,7,Bird,Passeriformes,Zosterops japonicus,11.25,9.89E+00,0.879309778,,Passerine,Zosteropidae,Zosterops,AnAge Data,HAGRID: 1037; Refs: 445;577,wild; medium sample size; acceptable quality,,
3513,5,7,Bird,Passeriformes,Zosterops lateralis,12.67651866,9.268298234,0.731139083,,Passerine,Zosteropidae,Zosterops,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3514,5,7,Bird,Pelecaniformes,Ardea alba,873.5,5.38E+02,0.615512765,,Non passerine,Ardeidae,Ardea,AnAge Data,HAGRID: 1039; Refs: 444;445;576;729;820,wild; medium sample size; acceptable quality,,
3515,5,7,Bird,Pelecaniformes,Ardea cinerea,1442.115352,232.2736796,0.161064564,,Non passerine,Ardeidae,Ardea,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3516,5,7,Bird,Pelecaniformes,Ardea cinerea,1443,6140.425532,4.255319149,,Non passerine,Ardeidae,Ardea,Ernest et al. 2003,,,,
3517,5,7,Bird,Pelecaniformes,Ardea goliath,4466.835922,326.5878322,0.073113908,,Non passerine,Ardeidae,Ardea,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3518,5,7,Bird,Pelecaniformes,Ardea herodias,2523.480772,231.739465,0.09183326,,Non passerine,Ardeidae,Ardea,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3519,5,7,Bird,Pelecaniformes,Ardea herodias,1870,1.34E+03,0.715862567,,Non passerine,Ardeidae,Ardea,AnAge Data,HAGRID: 1043; Refs: 61;427;444;445;732,wild; medium sample size; acceptable quality,,
3520,5,7,Bird,Pelecaniformes,Ardea melanocephala,1059.253725,207.4913517,0.195884467,,Non passerine,Ardeidae,Ardea,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3521,5,7,Bird,Pelecaniformes,Ardea purpurea,1064.143018,195.8844674,0.1840772,,Non passerine,Ardeidae,Ardea,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: crepuscular; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3522,5,7,Bird,Pelecaniformes,Ardeola bacchus,304.789499,135.8313447,0.445656248,,Non passerine,Ardeidae,Ardeola,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3523,5,7,Bird,Pelecaniformes,Ardeola ralloides,287.0780582,59.84115951,0.208449088,,Non passerine,Ardeidae,Ardeola,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: crepuscular; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3524,5,7,Bird,Pelecaniformes,Balaeniceps rex,5942.921586,284.4461107,0.047863009,,Non passerine,Pelecanidae,Balaeniceps,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: vertfishscav,,,
3525,5,7,Bird,Pelecaniformes,Botaurus lentiginosus,706.3175543,134.8962883,0.190985326,,Non passerine,Ardeidae,Botaurus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: nocturnal; Social system: Female only; Migratory mode: migrant; Diet: vertfishscav,,,
3526,5,7,Bird,Pelecaniformes,Botaurus stellaris,1318.256739,192.3091729,0.145881426,,Non passerine,Ardeidae,Botaurus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: crepuscular; Social system: Female only; Migratory mode: migrant; Diet: vertfishscav,,,
3527,5,7,Bird,Pelecaniformes,Bubulcus ibis,390,1.79E+02,0.460142564,,Non passerine,Ardeidae,Bubulcus,AnAge Data,HAGRID: 1047; Refs: 1;444;445;448;729;730,wild; medium sample size; acceptable quality,,
3528,5,7,Bird,Pelecaniformes,Butorides striatus,201.372425,67.92036326,0.337287309,,Non passerine,Ardeidae,Butorides,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: crepuscular; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3529,5,7,Bird,Pelecaniformes,Butorides virescens,175,9.13E+01,0.521735429,,Non passerine,Ardeidae,Butorides,AnAge Data,HAGRID: 1048; Refs: 444;445;576;732,wild; medium sample size; acceptable quality,,
3530,5,7,Bird,Pelecaniformes,Egretta caerulea,339.5,2.32E+02,0.68258056,,Non passerine,Ardeidae,Egretta,AnAge Data,HAGRID: 1049; Refs: 444;445;576;732;820,wild; medium sample size; acceptable quality,,
3531,5,7,Bird,Pelecaniformes,Egretta garzetta,311.8889584,97.05099672,0.311171634,,Non passerine,Ardeidae,Egretta,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3532,5,7,Bird,Pelecaniformes,Egretta rufescens,614,2.04E+02,0.332919381,,Non passerine,Ardeidae,Egretta,AnAge Data,HAGRID: 1051; Refs: 444;445;820;972,wild; small sample size; acceptable quality,,
3533,5,7,Bird,Pelecaniformes,Egretta thula,370.6807218,82.22426499,0.221819642,,Non passerine,Ardeidae,Egretta,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3534,5,7,Bird,Pelecaniformes,Egretta thula,314,2.15E+02,0.684917197,,Non passerine,Ardeidae,Egretta,AnAge Data,HAGRID: 1052; Refs: 444;445;577,wild; medium sample size; acceptable quality,,
3535,5,7,Bird,Pelecaniformes,Egretta tricolor,309.9,1.69E+02,0.545364956,,Non passerine,Ardeidae,Egretta,AnAge Data,HAGRID: 1053; Refs: 444;445;576,wild; small sample size; acceptable quality,,
3536,5,7,Bird,Pelecaniformes,Eudocimus albus,940,4.33E+02,0.460149787,,Non passerine,Threskiornithidae,Eudocimus,AnAge Data,HAGRID: 1064; Refs: 444;445;649;732,captivity; medium sample size; acceptable quality,,
3537,5,7,Bird,Pelecaniformes,Geronticus eremita,1202.264435,192.3091729,0.159955803,,Non passerine,Threskiornithidae,Geronticus,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3538,5,7,Bird,Pelecaniformes,Gorsachius goisagi,527.2298614,187.068214,0.354813389,,Non passerine,Ardeidae,Gorsachius,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3539,5,7,Bird,Pelecaniformes,Ixobrychus exilis,86.29785478,78.52356346,0.909913273,,Non passerine,Ardeidae,Ixobrychus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: crepuscular; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3540,5,7,Bird,Pelecaniformes,Ixobrychus flavicollis,321.3660539,229.6148648,0.714496326,,Non passerine,Ardeidae,Ixobrychus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: crepuscular; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3541,5,7,Bird,Pelecaniformes,Ixobrychus minutus,99.54054174,55.20774393,0.554625713,,Non passerine,Ardeidae,Ixobrychus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3542,5,7,Bird,Pelecaniformes,Ixobrychus sinensis,94.40608763,114.8153621,1.216186001,,Non passerine,Ardeidae,Ixobrychus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3543,5,7,Bird,Pelecaniformes,Nycticorax nycticorax,809.0958992,131.5224832,0.162554876,,Non passerine,Ardeidae,Nycticorax,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3544,5,7,Bird,Pelecaniformes,Nycticorax nycticorax,800,5.45E+02,0.681711375,,Non passerine,Ardeidae,Nycticorax,AnAge Data,HAGRID: 1055; Refs: 1;438;444;445,wild; medium sample size; acceptable quality,,
3545,5,7,Bird,Pelecaniformes,Pelecanus crispus,9506.047937,369.8281798,0.038904514,,Non passerine,Pelecanidae,Pelecanus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater/marine; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3546,5,7,Bird,Pelecaniformes,Pelecanus erythrorhynchos,5610.47976,299.9162519,0.053456436,,Non passerine,Pelecanidae,Pelecanus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater/marine; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3547,5,7,Bird,Pelecaniformes,Pelecanus erythrorhynchos,6129,1.95E+03,0.318186817,,Non passerine,Pelecanidae,Pelecanus,AnAge Data,HAGRID: 1058; Refs: 444;445;576,wild; medium sample size; acceptable quality,,
3548,5,7,Bird,Pelecaniformes,Pelecanus occidentalis,3427.677865,247.1724145,0.072110748,,Non passerine,Pelecanidae,Pelecanus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater/marine; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: vertfishscav,,,
3549,5,7,Bird,Pelecaniformes,Pelecanus occidentalis,3174,9522,3,,Non passerine,Pelecanidae,Pelecanus,Ernest et al. 2003,,,,
3550,5,7,Bird,Pelecaniformes,Pelecanus occidentalis,3115.8,1.84E+03,0.589265678,,Non passerine,Pelecanidae,Pelecanus,AnAge Data,HAGRID: 1059; Refs: 61;438;444;445;732,unknown; medium sample size; acceptable quality,,
3551,5,7,Bird,Pelecaniformes,Pelecanus onocrotalus,9332.543008,311.8889584,0.033419504,,Non passerine,Pelecanidae,Pelecanus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3552,5,7,Bird,Pelecaniformes,Pelecanus rufescens,5420.008904,207.9696687,0.038370725,,Non passerine,Pelecanidae,Pelecanus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: vertfishscav,,,
3553,5,7,Bird,Pelecaniformes,Platalea ajaja,1489.361078,166.341265,0.111686325,,Non passerine,Threskiornithidae,Platalea,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3554,5,7,Bird,Pelecaniformes,Platalea ajaja,1036.97,3.97E+02,0.382721776,,Non passerine,Threskiornithidae,Platalea,AnAge Data,HAGRID: 1070; Refs: 61;438;444;445,unknown; medium sample size; acceptable quality,,
3555,5,7,Bird,Pelecaniformes,Platalea leucorodia,1866.379691,263.0267992,0.14092888,,Non passerine,Threskiornithidae,Platalea,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3556,5,7,Bird,Pelecaniformes,Plegadis chihi,487.5,2.40E+02,0.493330256,,Non passerine,Threskiornithidae,Plegadis,AnAge Data,HAGRID: 1075; Refs: 444;445;649,captivity; medium sample size; acceptable quality,,
3557,5,7,Bird,Pelecaniformes,Plegadis falcinellus,626.6138647,121.8989599,0.194536008,,Non passerine,Threskiornithidae,Plegadis,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3558,5,7,Bird,Pelecaniformes,Plegadis falcinellus,431.2,1.65E+02,0.383000232,,Non passerine,Threskiornithidae,Plegadis,AnAge Data,HAGRID: 1076; Refs: 444;445;649;729,captivity; large sample size; high quality,,
3559,5,7,Bird,Pelecaniformes,Threskiornis aethiopicus,1492.79441,151.7050367,0.101624869,,Non passerine,Threskiornithidae,Threskiornis,Sibly et al. 2012,Nest type: open; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3560,5,7,Bird,Phaethontiformes,Phaethon aethereus,749.8942093,63.53309319,0.084722741,,Non passerine,Phaethontidae,Phaethon,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3561,5,7,Bird,Phaethontiformes,Phaethon lepturus,328.0952931,57.80960474,0.176197605,,Non passerine,Phaethontidae,Phaethon,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3562,5,7,Bird,Phaethontiformes,Phaethon rubricauda,671.4288529,69.50243176,0.103514217,,Non passerine,Phaethontidae,Phaethon,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3563,5,7,Bird,Phaethontiformes,Phaethon rubricauda,593.2,1.91E+02,0.321881996,,Non passerine,Phaethontidae,Phaethon,AnAge Data,HAGRID: 1087; Refs: 427;444;445,wild; small sample size; acceptable quality,,
3564,5,7,Bird,Phoenicopteriformes,Phoenicopterus ruber,3033.891184,213.3044913,0.070307232,,Non passerine,Phoenicopteridae,Phoenicopterus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3565,5,7,Bird,Piciformes,Colaptes auratus,120,8.26E+01,0.688033167,,Non passerine,Picidae,Colaptes,AnAge Data,HAGRID: 1092; Refs: 444;445;579,wild; small sample size; acceptable quality,,
3566,5,7,Bird,Piciformes,Dryocopus martius,321.3660539,45.70881896,0.142232879,,Non passerine,Picidae,Dryocopus,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3567,5,7,Bird,Piciformes,Dryocopus pileatus,364,2.51E+02,0.689906593,,Non passerine,Picidae,Dryocopus,AnAge Data,HAGRID: 1099; Refs: 427;444;445;732,wild; tiny sample size; acceptable quality,,
3568,5,7,Bird,Piciformes,Jynx ruficollis,46.45152752,20.79696687,0.447713304,,Non passerine,Picidae,Jynx,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3569,5,7,Bird,Piciformes,Jynx torquilla,34.9945167,35.80964371,1.023292992,,Non passerine,Picidae,Jynx,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3570,5,7,Bird,Piciformes,Megalaima haemacephala,44.46312675,23.1739465,0.521194711,,Non passerine,Capitonidae,Megalaima,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: fruit,,,
3571,5,7,Bird,Piciformes,Megalaima rubricapilla,37.58374043,21.0377844,0.559757601,,Non passerine,Capitonidae,Megalaima,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: fruit,,,
3572,5,7,Bird,Piciformes,Melanerpes aurifrons,80.72350302,59.15616342,0.732824533,,Non passerine,Picidae,Melanerpes,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: omnivore,,,
3573,5,7,Bird,Piciformes,Melanerpes carolinus,72.5,6.76E+01,0.932995586,,Non passerine,Picidae,Melanerpes,AnAge Data,HAGRID: 1102; Refs: 444;445,unknown; medium sample size; acceptable quality,,
3574,5,7,Bird,Piciformes,Melanerpes carolinus,69.50243176,56.36376558,0.810961058,,Non passerine,Picidae,Melanerpes,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: omnivore,,,
3575,5,7,Bird,Piciformes,Melanerpes erythrocephalus,75,7.63E+01,1.016815333,,Non passerine,Picidae,Melanerpes,AnAge Data,HAGRID: 1103; Refs: 444;445,unknown; medium sample size; acceptable quality,,
3576,5,7,Bird,Piciformes,Melanerpes erythrocephalus,71.61434102,56.1047976,0.783429643,,Non passerine,Picidae,Melanerpes,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: omnivore,,,
3577,5,7,Bird,Piciformes,Melanerpes formicivorus,79.7,5.64E+01,0.708265119,,Non passerine,Picidae,Melanerpes,AnAge Data,HAGRID: 1104; Refs: 427;435;444;445;820,wild; medium sample size; acceptable quality,,
3578,5,7,Bird,Piciformes,Melanerpes formicivorus,79.61593504,59.97910763,0.753355564,,Non passerine,Picidae,Melanerpes,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Cooperative; Migratory mode: nonmigrant; Diet: seed,,,
3579,5,7,Bird,Piciformes,Melanerpes rubricapillus,52.36004366,24.43430553,0.46665938,,Non passerine,Picidae,Melanerpes,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3580,5,7,Bird,Piciformes,Monasa morphoeus,87.90225168,18.36538343,0.208929613,,Non passerine,Bucconidae,Monasa,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Cooperative; Migratory mode: nonmigrant; Diet: invertebrate,,,
3581,5,7,Bird,Piciformes,Picoides borealis,56,3.85E+01,0.686868571,,Non passerine,Picidae,Picoides,AnAge Data,HAGRID: 1106; Refs: 427;437;444;445,wild; medium sample size; acceptable quality,,
