UniqueID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Productivity_g_yr,Growth_rate_per_yr,Trophic,Group,Family,Genus,Reference,Notes,Notes_measure,,
3582,5,7,Bird,Piciformes,Picoides pubescens,25.6,1.95E+01,0.763074219,,Non passerine,Picidae,Picoides,AnAge Data,HAGRID: 1108; Refs: 427;435;444;445;820,wild; medium sample size; acceptable quality,,
3583,5,7,Bird,Piciformes,Picoides tridactylus,65.46361741,19.498446,0.297851643,,Non passerine,Picidae,Picoides,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3584,5,7,Bird,Piciformes,Picoides villosus,62,4.26E+01,0.686736613,,Non passerine,Picidae,Picoides,AnAge Data,HAGRID: 1111; Refs: 427;444;445,wild; medium sample size; acceptable quality,,
3585,5,7,Bird,Piciformes,Picus canus,137.0881766,38.99419867,0.284446111,,Non passerine,Picidae,Picus,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Occasional; Migratory mode: nonmigrant; Diet: invertebrate,,,
3586,5,7,Bird,Piciformes,Picus viridis,176.1976046,53.82697825,0.305492111,,Non passerine,Picidae,Picus,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3587,5,7,Bird,Piciformes,Ramphastos sulfuratus,409.2606597,34.9945167,0.085506671,,Non passerine,Ramphastidae,Ramphastos,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: fruit,,,
3588,5,7,Bird,Piciformes,Ramphastos vitellinus,360.578643,46.13175746,0.12793813,,Non passerine,Ramphastidae,Ramphastos,Sibly et al. 2012,Nest type: cavity; Foraging habitat: terrestrial; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: fruit,,,
3589,5,7,Bird,Piciformes,Sphyrapicus varius,45,3.43E+01,0.761444,,Non passerine,Picidae,Sphyrapicus,AnAge Data,HAGRID: 1116; Refs: 427;444;445,wild; medium sample size; acceptable quality,,
3590,5,7,Bird,Podicipediformes,Aechmophorus occidentalis,1137.627286,225.943577,0.198609492,,Non passerine,Podicipedidae,Aechmophorus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: semialtricial; Time of activity: diurnal; Social system: Occasional; Migratory mode: migrant; Diet: vertfishscav,,,
3591,5,7,Bird,Podicipediformes,Podiceps auritus,452.8975799,151.0080154,0.333426413,,Non passerine,Podicipedidae,Podiceps,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: semialtricial; Time of activity: diurnal; Social system: Occasional; Migratory mode: migrant; Diet: vertfishscav,,,
3592,5,7,Bird,Podicipediformes,Podiceps cristatus,731.1390835,243.7810818,0.333426413,,Non passerine,Podicipedidae,Podiceps,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: semialtricial; Time of activity: diurnal; Social system: Occasional; Migratory mode: migrant; Diet: vertfishscav,,,
3593,5,7,Bird,Podicipediformes,Podiceps grisegena,1100,7.94E+02,0.722061364,,Non passerine,Podicipedidae,Podiceps,AnAge Data,HAGRID: 1121; Refs: 427;444;445,wild; small sample size; questionable quality,,
3594,5,7,Bird,Podicipediformes,Podiceps grisegena,1023.292992,207.9696687,0.203235701,,Non passerine,Podicipedidae,Podiceps,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: semialtricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3595,5,7,Bird,Podicipediformes,Podiceps nigricollis,412.0975191,107.8946722,0.261818301,,Non passerine,Podicipedidae,Podiceps,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: semialtricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3596,5,7,Bird,Podicipediformes,Podilymbus podiceps,412.0975191,236.0478233,0.572796031,,Non passerine,Podicipedidae,Podilymbus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: semialtricial; Time of activity: diurnal; Social system: Occasional; Migratory mode: migrant; Diet: invertebrate,,,
3597,5,7,Bird,Podicipediformes,Tachybaptus ruficollis,169.43378,104.7128548,0.6180164,,Non passerine,Podicipedidae,Tachybaptus,Sibly et al. 2012,Nest type: open; Foraging habitat: freshwater; Development mode: semialtricial; Time of activity: diurnal; Social system: Occasional; Migratory mode: migrant; Diet: invertebrate,,,
3598,5,7,Bird,Procellariiformes,Bulweria bulwerii,99,1.95E+01,0.196618788,,Non passerine,Procellariidae,Bulweria,AnAge Data,HAGRID: 1140; Refs: 425;445;818;820,wild; small sample size; acceptable quality,,
3599,5,7,Bird,Procellariiformes,Bulweria bulwerii,99.08319449,21.0377844,0.212324446,,Non passerine,Procellariidae,Bulweria,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: nonmigrant; Diet: vertfishscav,,,
3600,5,7,Bird,Procellariiformes,Calonectris diomedea,534.5643594,103.9920166,0.194536008,,Non passerine,Procellariidae,Calonectris,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: nonmigrant; Diet: vertfishscav,,,
3601,5,7,Bird,Procellariiformes,Calonectris leucomelas,579.4286964,69.9841996,0.120781384,,Non passerine,Procellariidae,Calonectris,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: nonmigrant; Diet: vertfishscav,,,
3602,5,7,Bird,Procellariiformes,Daption capense,429.5364268,63.97348355,0.148936108,,Non passerine,Procellariidae,Daption,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3603,5,7,Bird,Procellariiformes,Diomedea bulleri,2779.713268,257.0395783,0.092469817,,Non passerine,Diomedeidae,Diomedea,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3604,5,7,Bird,Procellariiformes,Diomedea cauta,3899.419867,125.6029964,0.032210688,,Non passerine,Diomedeidae,Diomedea,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3605,5,7,Bird,Procellariiformes,Diomedea chlororhynchos,2128.139046,209.8939884,0.098627949,,Non passerine,Diomedeidae,Diomedea,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3606,5,7,Bird,Procellariiformes,Diomedea chrysostoma,3499.45167,138.0384265,0.03944573,,Non passerine,Diomedeidae,Diomedea,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3607,5,7,Bird,Procellariiformes,Diomedea epomophora,8912.509381,222.8435149,0.025003454,,Non passerine,Diomedeidae,Diomedea,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3608,5,7,Bird,Procellariiformes,Diomedea exulans,6900,6900,1,,Non passerine,Diomedeidae,Diomedea,Ernest et al. 2003,,,,
3609,5,7,Bird,Procellariiformes,Diomedea exulans,6966.265141,229.0867653,0.032885163,,Non passerine,Diomedeidae,Diomedea,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3610,5,7,Bird,Procellariiformes,Diomedea immutabilis,3147.748314,279.2543841,0.088715601,,Non passerine,Diomedeidae,Diomedea,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3611,5,7,Bird,Procellariiformes,Diomedea irrorata,3372.873087,283.7919028,0.084139514,,Non passerine,Diomedeidae,Diomedea,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3612,5,7,Bird,Procellariiformes,Diomedea melanophris,3206.269325,260.0159563,0.081096106,,Non passerine,Diomedeidae,Diomedea,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3613,5,7,Bird,Procellariiformes,Diomedea nigripes,3191.537855,291.0717118,0.091201084,,Non passerine,Diomedeidae,Diomedea,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3614,5,7,Bird,Procellariiformes,Fregetta grallaria,50.5824662,11.99499303,0.237137371,,Non passerine,Hydrobatidae,Fregetta,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3615,5,7,Bird,Procellariiformes,Fregetta tropica,51.99959965,13.21295634,0.254097271,,Non passerine,Hydrobatidae,Fregetta,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3616,5,7,Bird,Procellariiformes,Fulmarus glacialis,908,1.50E+02,0.165555176,,Non passerine,Procellariidae,Fulmarus,AnAge Data,HAGRID: 1143; Refs: 2;23;444;445;732;1143,wild; medium sample size; acceptable quality,,
3617,5,7,Bird,Procellariiformes,Fulmarus glacialis,612.3503917,101.1579454,0.16519618,,Non passerine,Procellariidae,Fulmarus,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3618,5,7,Bird,Procellariiformes,Fulmarus glacialoides,794.3282347,103.038612,0.129717927,,Non passerine,Procellariidae,Fulmarus,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3619,5,7,Bird,Procellariiformes,Garrodia nereis,38.19442708,8.994975815,0.235504928,,Non passerine,Hydrobatidae,Garrodia,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3620,5,7,Bird,Procellariiformes,Halobaena caerulea,201.8366364,34.9945167,0.1733804,,Non passerine,Procellariidae,Halobaena,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3621,5,7,Bird,Procellariiformes,Hydrobates pelagicus,25.17676928,6.792036326,0.269773943,,Non passerine,Hydrobatidae,Hydrobates,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: vertfishscav,,,
3622,5,7,Bird,Procellariiformes,Macronectes giganteus,3589.219346,246.0367604,0.068548823,,Non passerine,Procellariidae,Macronectes,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3623,5,7,Bird,Procellariiformes,Macronectes halli,4207.266284,246.0367604,0.058479008,,Non passerine,Procellariidae,Macronectes,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3624,5,7,Bird,Procellariiformes,Nesofregetta fuliginosa,69.9841996,19.81527026,0.2831392,,Non passerine,Hydrobatidae,Nesofregetta,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3625,5,7,Bird,Procellariiformes,Oceanites oceanicus,30.40885026,10,0.328851631,,Non passerine,Hydrobatidae,Oceanites,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3626,5,7,Bird,Procellariiformes,Oceanodroma castro,42,7.59E+00,0.180676881,,Non passerine,Hydrobatidae,Oceanodroma,AnAge Data,HAGRID: 1135; Refs: 444;445;732;972,wild; medium sample size; acceptable quality,,
3627,5,7,Bird,Procellariiformes,Oceanodroma castro,46.13175746,9.506047937,0.206062991,,Non passerine,Hydrobatidae,Oceanodroma,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3628,5,7,Bird,Procellariiformes,Oceanodroma furcata,45.2,9.88E+00,0.218634425,,Non passerine,Hydrobatidae,Oceanodroma,AnAge Data,HAGRID: 1136; Refs: 427;444;445;732,wild; small sample size; questionable quality,,
3629,5,7,Bird,Procellariiformes,Oceanodroma furcata,59.70352866,12.58925412,0.210862815,,Non passerine,Hydrobatidae,Oceanodroma,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3630,5,7,Bird,Procellariiformes,Oceanodroma homochroa,36.89775986,8.298507675,0.224905461,,Non passerine,Hydrobatidae,Oceanodroma,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3631,5,7,Bird,Procellariiformes,Oceanodroma leucorhoa,44.6,8.06E+00,0.180718812,,Non passerine,Hydrobatidae,Oceanodroma,AnAge Data,HAGRID: 1138; Refs: 14;324;444;457;327;500;000;000,wild; medium sample size; acceptable quality,,
3632,5,7,Bird,Procellariiformes,Oceanodroma leucorhoa,36.72823005,9.506047937,0.258821292,,Non passerine,Hydrobatidae,Oceanodroma,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: vertfishscav,,,
3633,5,7,Bird,Procellariiformes,Oceanodroma melania,61.51768727,13.80384265,0.224388192,,Non passerine,Hydrobatidae,Oceanodroma,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3634,5,7,Bird,Procellariiformes,Oceanodroma monorhis,39.81071706,8.81048873,0.221309471,,Non passerine,Hydrobatidae,Oceanodroma,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: nonmigrant; Diet: vertfishscav,,,
3635,5,7,Bird,Procellariiformes,Oceanodroma tethys,22.5943577,5.701642723,0.252348077,,Non passerine,Hydrobatidae,Oceanodroma,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: vertfishscav,,,
3636,5,7,Bird,Procellariiformes,Pachyptila belcheri,144.8771854,30.97419299,0.213796209,,Non passerine,Procellariidae,Pachyptila,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3637,5,7,Bird,Procellariiformes,Pachyptila desolata,146.8926278,32.80952931,0.223357222,,Non passerine,Procellariidae,Pachyptila,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3638,5,7,Bird,Procellariiformes,Pachyptila turtur,137.0881766,23.98832919,0.174984669,,Non passerine,Procellariidae,Pachyptila,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3639,5,7,Bird,Procellariiformes,Pachyptila vittata,195.8844674,32.50872974,0.165958691,,Non passerine,Procellariidae,Pachyptila,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3640,5,7,Bird,Procellariiformes,Pagodroma nivea,267.9168325,46.98941086,0.17538805,,Non passerine,Procellariidae,Pagodroma,Sibly et al. 2012,Nest type: open; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3641,5,7,Bird,Procellariiformes,Pelagodroma marina,47.20630413,11.99499303,0.254097271,,Non passerine,Hydrobatidae,Pelagodroma,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: diurnal; Social system: Pair; Migratory mode: migrant; Diet: invertebrate,,,
3642,5,7,Bird,Procellariiformes,Pelecanoides georgicus,121.0598134,20.23019179,0.167109061,,Non passerine,Procellariidae,Pelecanoides,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
3643,5,7,Bird,Procellariiformes,Pelecanoides magellani,133.9676687,20.98939884,0.156675107,,Non passerine,Procellariidae,Pelecanoides,Sibly et al. 2012,Nest type: cavity; Foraging habitat: pelagic; Development mode: altricial; Time of activity: nocturnal; Social system: Pair; Migratory mode: nonmigrant; Diet: invertebrate,,,
