"","Plot","Plot2","Major_taxa","Order","Species","Mass_g","Density_Nm2","Trophic","Group","Biomass_g_m2"
"2008",1,1,"Mammal","Lagomorpha","Ochotona princeps",154,0.000558,"Herbivore","Eutherian",0.085932
"2009",1,1,"Mammal","Lagomorpha","Oryctolagus cuniculus",1640,0.000131,"Herbivore","Eutherian",0.21484
"2010",1,1,"Mammal","Lagomorpha","Oryzomys spp.",48,0.0002769,"Herbivore","Eutherian",0.0132912
"2011",1,1,"Mammal","Lagomorpha","Rhipodomys spp.",90,0.000172,"Herbivore","Eutherian",0.01548
"2012",1,1,"Mammal","Lagomorpha","Sphiggurus insidiosus",1000,2.97e-05,"Herbivore","Eutherian",0.0297
"2013",1,1,"Mammal","Lagomorpha","Sylvilagus auduboni",854,3.54e-05,"Herbivore","Eutherian",0.0302316
"2014",1,1,"Mammal","Lagomorpha","Sylvilagus bachmani",692,0.000544,"Herbivore","Eutherian",0.376448
"2015",1,1,"Mammal","Lagomorpha","Sylvilagus brasiliensis",1017,4e-06,"Herbivore","Eutherian",0.004068
"155",1,1,"Mammal","Lagomorpha","Sylvilagus floridanus",1077.5,0.0003115,"Herbivore","Eutherian",0.33564125
"2018",1,1,"Mammal","Lagomorpha","Sylvilagus nuttalli",1020,6.88e-05,"Herbivore","Eutherian",0.070176
"2019",1,1,"Mammal","Lagomorpha","Zygodontomys spp.",50,5.8e-05,"Herbivore","Eutherian",0.0029
"2020",1,2,"Mammal","Macroscelidea","Elephantulus edwardii",55,6e-04,"Carnivore","Eutherian",0.033
"2021",1,9,"Mammal","Peramelemorphia","Isoodon obesulus",560,1.98e-05,"Omnivore","Marsupial",0.011088
"92",1,1,"Mammal","Perissodactyla","Ceratotherium simum",1677500,5.04665e-07,"Herbivore","Eutherian",0.8465755375
"2030",1,1,"Mammal","Perissodactyla","Dicerorhinus sumatrensis",1120000,9.3e-08,"Herbivore","Eutherian",0.10416
"107",1,1,"Mammal","Perissodactyla","Diceros bicornis",998080,1.0995e-07,"Herbivore","Eutherian",0.109738896
"109",1,1,"Mammal","Perissodactyla","Equus burchelli",220906.976744186,3.35671930232558e-06,"Herbivore","Eutherian",0.741522712855598
"2099",1,1,"Mammal","Perissodactyla","Equus grevyi",390000,2.57e-06,"Herbivore","Eutherian",1.0023
"2100",1,1,"Mammal","Perissodactyla","Equus zebra",270000,1.5e-06,"Herbivore","Eutherian",0.405
"2101",1,1,"Mammal","Perissodactyla","Rhinoceros sondaicus",997000,1.2e-07,"Herbivore","Eutherian",0.11964
"2102",1,1,"Mammal","Perissodactyla","Rhinoceros unicornis",1255000,6.27e-06,"Herbivore","Eutherian",7.86885
"157",1,1,"Mammal","Perissodactyla","Tapirus bairdii",3e+05,5.65e-07,"Herbivore","Eutherian",0.1695
"158",1,1,"Mammal","Perissodactyla","Tapirus terrestris",161975,1.2e-06,"Herbivore","Eutherian",0.19437
"67",1,2,"Mammal","Pholidota","Manis tricuspis",2150,3.045e-05,"Carnivore","Eutherian",0.0654675
"78",1,1,"Mammal","Primate","Alouatta caraya",6875,3.36e-05,"Herbivore","Eutherian",0.231
"79",1,1,"Mammal","Primate","Alouatta palliata",6614.5,4.93e-05,"Herbivore","Eutherian",0.32609485
"2113",1,1,"Mammal","Primate","Alouatta pigra",6500,1.2e-05,"Herbivore","Eutherian",0.078
"80",1,1,"Mammal","Primate","Alouatta seniculus",6717.5,5.165e-05,"Herbivore","Eutherian",0.346958875
"2116",1,9,"Mammal","Primate","Aotus azarae",873,1.36e-05,"Omnivore","Eutherian",0.0118728
"2117",1,9,"Mammal","Primate","Aotus lemurinus",873,6.3e-05,"Omnivore","Eutherian",0.054999
"2118",1,9,"Mammal","Primate","Aotus nigriceps",873,3.41e-05,"Omnivore","Eutherian",0.0297693
"2119",1,9,"Mammal","Primate","Aotus trivirgatus",960,1e-04,"Omnivore","Eutherian",0.096
"167",1,9,"Mammal","Primate","Arctocebus calabarensis",205,8.1e-06,"Omnivore","Eutherian",0.0016605
"83",1,1,"Mammal","Primate","Ateles belzebuth",6750,1.13e-05,"Herbivore","Eutherian",0.076275
"2124",1,1,"Mammal","Primate","Ateles geoffroyi",7500,1.8e-05,"Herbivore","Eutherian",0.135
"2125",1,1,"Mammal","Primate","Ateles geoffrroyi",6000,4.5e-05,"Herbivore","Eutherian",0.27
"2126",1,1,"Mammal","Primate","Ateles paniscus",7775,1.13e-05,"Herbivore","Eutherian",0.0878575
"2127",1,1,"Mammal","Primate","Avahi laniger",1070,0.00015,"Herbivore","Eutherian",0.1605
"2128",1,1,"Mammal","Primate","Brachyteles arachnoides",13500,5e-06,"Herbivore","Eutherian",0.0675
"168",1,9,"Mammal","Primate","Callicebus moloch",923,0.0001352,"Omnivore","Eutherian",0.1247896
"169",1,9,"Mammal","Primate","Callicebus torquatus",1100,1.575e-05,"Omnivore","Eutherian",0.017325
"2133",1,9,"Mammal","Primate","Callithrix argentata",380,8.5e-06,"Omnivore","Eutherian",0.00323
"2134",1,9,"Mammal","Primate","Callithrix humeralifer",380,0.0001167,"Omnivore","Eutherian",0.044346
"170",1,9,"Mammal","Primate","Callithrix jacchus",250,0.0005165,"Omnivore","Eutherian",0.129125
"2137",1,9,"Mammal","Primate","Cebuella pygmaea",122,0.0003896,"Omnivore","Eutherian",0.0475312
"171",1,9,"Mammal","Primate","Cebus albifrons",2262.5,2.325e-05,"Omnivore","Eutherian",0.052603125
"2140",1,9,"Mammal","Primate","Cebus apella",3445,1.24e-05,"Omnivore","Eutherian",0.042718
"172",1,9,"Mammal","Primate","Cebus capucinus",2925,4.605e-05,"Omnivore","Eutherian",0.13469625
"2143",1,1,"Mammal","Primate","Cebus olivaceous",2600,3.5e-05,"Herbivore","Eutherian",0.091
"2144",1,9,"Mammal","Primate","Cebus olivaceus",2900,1.52e-05,"Omnivore","Eutherian",0.04408
"2145",1,1,"Mammal","Primate","Cercocebus albigena",8000,3.3e-05,"Herbivore","Eutherian",0.264
"2146",1,9,"Mammal","Primate","Cercocebus ascanius",2790,6.09e-05,"Omnivore","Eutherian",0.169911
"2147",1,9,"Mammal","Primate","Cercocebus atys",5800,2.43e-05,"Omnivore","Eutherian",0.14094
"173",1,9,"Mammal","Primate","Cercocebus galeritus",6900,3.755e-05,"Omnivore","Eutherian",0.259095
"2150",1,9,"Mammal","Primate","Cercocebus torquatus",7800,1.36e-05,"Omnivore","Eutherian",0.10608
"2151",1,9,"Mammal","Primate","Cercopithecus aethiops",4050,5.3e-05,"Omnivore","Eutherian",0.21465
"2152",1,9,"Mammal","Primate","Cercopithecus ascanius",3550,0.000108,"Omnivore","Eutherian",0.3834
"174",1,9,"Mammal","Primate","Cercopithecus campbelli",3850,2.46e-05,"Omnivore","Eutherian",0.09471
"175",1,9,"Mammal","Primate","Cercopithecus cephus",3500,1.865e-05,"Omnivore","Eutherian",0.065275
"2157",1,9,"Mammal","Primate","Cercopithecus diana",5000,4.08e-05,"Omnivore","Eutherian",0.204
"2158",1,9,"Mammal","Primate","Cercopithecus erythrotis",4074,2.47e-05,"Omnivore","Eutherian",0.1006278
"176",1,9,"Mammal","Primate","Cercopithecus mitis",5464,8.46e-05,"Omnivore","Eutherian",0.4622544
"2161",1,9,"Mammal","Primate","Cercopithecus mona",2733,1.3e-05,"Omnivore","Eutherian",0.035529
"177",1,9,"Mammal","Primate","Cercopithecus neglectus",4437.5,3.415e-05,"Omnivore","Eutherian",0.151540625
"178",1,9,"Mammal","Primate","Cercopithecus nictitans",4958.5,2.26e-05,"Omnivore","Eutherian",0.1120621
"2166",1,9,"Mammal","Primate","Cercopithecus petaurista",3420,4.27e-05,"Omnivore","Eutherian",0.146034
"179",1,9,"Mammal","Primate","Cercopithecus pogonias",3250,1.845e-05,"Omnivore","Eutherian",0.0599625
"2169",1,1,"Mammal","Primate","Cheirogaleus intermedius",177,0.00025,"Herbivore","Eutherian",0.04425
"2170",1,1,"Mammal","Primate","Chiropotes albinasus",2847,6.5e-06,"Herbivore","Eutherian",0.0185055
"2171",1,1,"Mammal","Primate","Chiropotes satanas",2986,9.3e-06,"Herbivore","Eutherian",0.0277698
"99",1,1,"Mammal","Primate","Colobus badius",8104.5,0.00019315,"Herbivore","Eutherian",1.565384175
"100",1,1,"Mammal","Primate","Colobus guereza",9213.5,0.00014375,"Herbivore","Eutherian",1.324440625
"2176",1,1,"Mammal","Primate","Colobus polykomos",7777,3.92e-05,"Herbivore","Eutherian",0.3048584
"101",1,1,"Mammal","Primate","Colobus satanas",11000,2.52e-05,"Herbivore","Eutherian",0.2772
"2179",1,9,"Mammal","Primate","Erythrocebus patas",7800,3e-07,"Omnivore","Eutherian",0.00234
"2180",1,1,"Mammal","Primate","Euoticus elegantulus",300,1.75e-05,"Herbivore","Eutherian",0.00525
"181",1,9,"Mammal","Primate","Galago alleni",260,1.875e-05,"Omnivore","Eutherian",0.004875
"2183",1,9,"Mammal","Primate","Galago demidovii",60,4.73e-05,"Omnivore","Eutherian",0.002838
"2184",1,9,"Mammal","Primate","Galago elegantulus",300,2e-05,"Omnivore","Eutherian",0.006
"182",1,9,"Mammal","Primate","Gorilla gorilla",130000,1.25e-06,"Omnivore","Eutherian",0.1625
"2187",1,9,"Mammal","Primate","Hylobates agilis",5900,5.1e-06,"Omnivore","Eutherian",0.03009
"2188",1,9,"Mammal","Primate","Hylobates klossi",5800,3e-05,"Omnivore","Eutherian",0.174
"2189",1,1,"Mammal","Primate","Hylobates lar",5800,6.2e-06,"Herbivore","Eutherian",0.03596
"2190",1,9,"Mammal","Primate","Hylobates muelleri",6100,2.2e-05,"Omnivore","Eutherian",0.1342
"2191",1,1,"Mammal","Primate","Indri indri",12500,1.2e-05,"Herbivore","Eutherian",0.15
"2192",1,1,"Mammal","Primate","Lagothrix flavicauda",10000,7.3e-06,"Herbivore","Eutherian",0.073
"2193",1,1,"Mammal","Primate","Lagothrix lagothricha",10000,1.03e-05,"Herbivore","Eutherian",0.103
"2194",1,9,"Mammal","Primate","Lemur catta",2700,0.00025,"Omnivore","Eutherian",0.675
"2195",1,9,"Mammal","Primate","Lemur fulvus",2100,0.00103,"Omnivore","Eutherian",2.163
"2196",1,9,"Mammal","Primate","Lemur mongoz",1700,0.00035,"Omnivore","Eutherian",0.595
"2197",1,9,"Mammal","Primate","Leontopithecus rosalia",745,4.6e-06,"Omnivore","Eutherian",0.003427
"2198",1,1,"Mammal","Primate","Lepilemur mustelinus",600,0.000288,"Herbivore","Eutherian",0.1728
"2199",1,9,"Mammal","Primate","Lophocebus albigena",7096,1.72e-05,"Omnivore","Eutherian",0.1220512
"2200",1,9,"Mammal","Primate","Lophocebus aterrimus",5800,4.56e-05,"Omnivore","Eutherian",0.26448
"2201",1,2,"Mammal","Primate","Loris tardigradus",220,5.9e-05,"Carnivore","Eutherian",0.01298
"2202",1,9,"Mammal","Primate","Macaca fascicularis",5000,2.5e-05,"Omnivore","Eutherian",0.125
"185",1,9,"Mammal","Primate","Macaca mulatta",5623.68421052632,1.65679846894737e-05,"Omnivore","Eutherian",0.0931731138984349
"2222",1,9,"Mammal","Primate","Macaca nemestrina",9100,2e-05,"Omnivore","Eutherian",0.182
"186",1,9,"Mammal","Primate","Macaca radiata",4000,1.5228212e-07,"Omnivore","Eutherian",0.00060912848
"2228",1,9,"Mammal","Primate","Macaca sinica",5150,1e-04,"Omnivore","Eutherian",0.515
"2229",1,9,"Mammal","Primate","Mandrillus sphinx",17422,6.7e-06,"Omnivore","Eutherian",0.1167274
"2230",1,1,"Mammal","Primate","Microcebus coquereli",385,0.000121,"Herbivore","Eutherian",0.046585
"2231",1,1,"Mammal","Primate","Microcebus murinus",725,0.000215,"Herbivore","Eutherian",0.155875
"128",1,1,"Mammal","Primate","Miopithecus talapoin",1250,5.085e-05,"Herbivore","Eutherian",0.0635625
"2234",1,9,"Mammal","Primate","Pan paniscus",22700,4e-06,"Omnivore","Eutherian",0.0908
"188",1,9,"Mammal","Primate","Pan troglodytes",45000,2.15e-06,"Omnivore","Eutherian",0.09675
"189",1,9,"Mammal","Primate","Papio anubis",14871.9333333333,2.92771133333333e-06,"Omnivore","Eutherian",0.0435407277685778
"2252",1,9,"Mammal","Primate","Papio cynocephalus",17500,4e-06,"Omnivore","Eutherian",0.07
"2253",1,1,"Mammal","Primate","Papio hamadryas",13900,1.8e-06,"Herbivore","Eutherian",0.02502
"2254",1,1,"Mammal","Primate","Papio papio",19500,1.25e-05,"Herbivore","Eutherian",0.24375
"2255",1,9,"Mammal","Primate","Papio ursinus",18600,2.3e-06,"Omnivore","Eutherian",0.04278
"2256",1,1,"Mammal","Primate","Perodicticus potto",1150,9e-06,"Herbivore","Eutherian",0.01035
"2257",1,9,"Mammal","Primate","Perodictus potto",1150,5.2e-06,"Omnivore","Eutherian",0.00598
"2258",1,1,"Mammal","Primate","Phaner furcifer",425,0.000675,"Herbivore","Eutherian",0.286875
"2259",1,9,"Mammal","Primate","Pithecia hirsuta",1800,3.75e-05,"Omnivore","Eutherian",0.0675
"2260",1,9,"Mammal","Primate","Pithecia monachus",1800,5.1e-06,"Omnivore","Eutherian",0.00918
"141",1,1,"Mammal","Primate","Pithecia pithecia",1416.5,2.255e-05,"Herbivore","Eutherian",0.031942075
"2263",1,1,"Mammal","Primate","Pongo pygmaeus",53000,2e-06,"Herbivore","Eutherian",0.106
"2264",1,9,"Mammal","Primate","Presbytis aygula",6250,2.9e-05,"Omnivore","Eutherian",0.18125
"2265",1,9,"Mammal","Primate","Presbytis cristatus",8350,0.00015,"Omnivore","Eutherian",1.2525
"2266",1,9,"Mammal","Primate","Presbytis entellus",12800,5.7e-05,"Omnivore","Eutherian",0.7296
"2267",1,9,"Mammal","Primate","Presbytis johni",8150,0.000107,"Omnivore","Eutherian",0.87205
"2268",1,9,"Mammal","Primate","Presbytis melalophos",6300,4.2e-05,"Omnivore","Eutherian",0.2646
"2269",1,9,"Mammal","Primate","Presbytis obscurus",8350,3.3e-05,"Omnivore","Eutherian",0.27555
"2270",1,9,"Mammal","Primate","Presbytis rubicunda",6300,1.14e-05,"Omnivore","Eutherian",0.07182
"2271",1,9,"Mammal","Primate","Presbytis senex",8150,0.000154,"Omnivore","Eutherian",1.2551
"2272",1,1,"Mammal","Primate","Procolobus verus",3950,1.44e-05,"Herbivore","Eutherian",0.05688
"2273",1,9,"Mammal","Primate","Propithecus verreauxi",3600,0.000175,"Omnivore","Eutherian",0.63
"2274",1,9,"Mammal","Primate","Saguinus fuscicollis",364,2.69e-05,"Omnivore","Eutherian",0.0097916
"2275",1,9,"Mammal","Primate","Saguinus imperator",520,4.23e-05,"Omnivore","Eutherian",0.021996
"2276",1,9,"Mammal","Primate","Saguinus labiatus",520,1.59e-05,"Omnivore","Eutherian",0.008268
"2277",1,9,"Mammal","Primate","Saguinus leucopus",440,1.7e-06,"Omnivore","Eutherian",0.000748
"193",1,9,"Mammal","Primate","Saguinus midas",407.5,2.14e-05,"Omnivore","Eutherian",0.0087205
"2280",1,9,"Mammal","Primate","Saguinus mystax",517,2.42e-05,"Omnivore","Eutherian",0.0125114
"2281",1,9,"Mammal","Primate","Saguinus nigricollis",360,1.74e-05,"Omnivore","Eutherian",0.006264
"151",1,1,"Mammal","Primate","Saguinus oedipus",517.5,3.72e-05,"Herbivore","Eutherian",0.019251
"2284",1,9,"Mammal","Primate","Saimiri boliviensis",800,4.64e-05,"Omnivore","Eutherian",0.03712
"2285",1,9,"Mammal","Primate","Saimiri oerstedi",665,2.5e-05,"Omnivore","Eutherian",0.016625
"194",1,9,"Mammal","Primate","Saimiri sciureus",676.5,4.365e-05,"Omnivore","Eutherian",0.029529225
"195",1,9,"Mammal","Primate","Semnopithecus entellus",6500,7.26401954871795e-06,"Omnivore","Eutherian",0.0472161270666667
"2327",1,1,"Mammal","Primate","Symphalangus syndactylus",10700,5.2e-06,"Herbivore","Eutherian",0.05564
"2328",1,1,"Mammal","Primate","Theropithecus gelada",17100,6.95e-05,"Herbivore","Eutherian",1.18845
"108",1,1,"Mammal","Proboscidae","Elephas maximus",2465500,1.02869125e-06,"Herbivore","Eutherian",2.536238276875
"122",1,1,"Mammal","Proboscidae","Loxodonta africana",2796071.42857143,6.33824285714286e-07,"Herbivore","Eutherian",1.77221797602041
"2391",1,9,"Mammal","Rodentia","Acomys subspinosus",22,0.00345,"Omnivore","Eutherian",0.0759
"2392",1,1,"Mammal","Rodentia","Aethomys hindei",146,0.00159,"Herbivore","Eutherian",0.23214
"74",1,1,"Mammal","Rodentia","Aethomys namaquensis",44.5,0.00178635,"Herbivore","Eutherian",0.079492575
"75",1,1,"Mammal","Rodentia","Agouti paca",8213.5,2.625e-05,"Herbivore","Eutherian",0.215604375
"2397",1,9,"Mammal","Rodentia","Akodon azarae",25,0.00867,"Omnivore","Eutherian",0.21675
"2398",1,9,"Mammal","Rodentia","Akodon longipilis",51.4,0.003815,"Omnivore","Eutherian",0.196091
"2399",1,9,"Mammal","Rodentia","Akodon olivaceus",29.1,0.003626,"Omnivore","Eutherian",0.1055166
"2400",1,9,"Mammal","Rodentia","Akodon spp.",40,2e-04,"Omnivore","Eutherian",0.008
"2401",1,9,"Mammal","Rodentia","Akodon urichi",45,2e-04,"Omnivore","Eutherian",0.009
"2402",1,9,"Mammal","Rodentia","Ammospermophilus harrisi",127,3.2e-05,"Omnivore","Eutherian",0.004064
"2403",1,9,"Mammal","Rodentia","Apodemus agrarius",20,0.00124,"Omnivore","Eutherian",0.0248
"2404",1,9,"Mammal","Rodentia","Apodemus flavicollis",36,0.000949,"Omnivore","Eutherian",0.034164
"2405",1,9,"Mammal","Rodentia","Apodemus sylvaticus",33,0.00255,"Omnivore","Eutherian",0.08415
"2406",1,1,"Mammal","Rodentia","Arvicanthus abyssinicus",70,0.0124,"Herbivore","Eutherian",0.868
"2407",1,1,"Mammal","Rodentia","Arvicanthus niloticus",103,0.000862,"Herbivore","Eutherian",0.088786
"2408",1,9,"Mammal","Rodentia","Arvicola terrestris",143,0.0309,"Omnivore","Eutherian",4.4187
"2409",1,9,"Mammal","Rodentia","Atherurus africanus",2831,5.5e-05,"Omnivore","Eutherian",0.155705
"2410",1,1,"Mammal","Rodentia","Auliscomys micropus",71,0.000257,"Herbivore","Eutherian",0.018247
"2411",1,1,"Mammal","Rodentia","Baiomys taylori",7,0.00155,"Herbivore","Eutherian",0.01085
"2412",1,2,"Mammal","Rodentia","Bolomys amoenus",25.4,0.00202,"Carnivore","Eutherian",0.051308
"2413",1,1,"Mammal","Rodentia","Callomyscus bailwardi",22.5,4e-04,"Herbivore","Eutherian",0.009
"2414",1,1,"Mammal","Rodentia","Callosciurus caniceps",257,2.1e-05,"Herbivore","Eutherian",0.005397
"2415",1,1,"Mammal","Rodentia","Callosciurus nigrovittatus",170,6.5e-06,"Herbivore","Eutherian",0.001105
"2416",1,1,"Mammal","Rodentia","Callosciurus notatus",210,0.000111,"Herbivore","Eutherian",0.02331
"2417",1,9,"Mammal","Rodentia","Calomys callosus",40,4e-04,"Omnivore","Eutherian",0.016
"2418",1,9,"Mammal","Rodentia","Calomys expulsus",40,0.00135,"Omnivore","Eutherian",0.054
"2419",1,9,"Mammal","Rodentia","Calomys musculinus",40,0.000286,"Omnivore","Eutherian",0.01144
"2420",1,9,"Mammal","Rodentia","Calomys spp.",15,4e-04,"Omnivore","Eutherian",0.006
"2421",1,1,"Mammal","Rodentia","Cavia aperea",487,0.00204,"Herbivore","Eutherian",0.99348
"2422",1,1,"Mammal","Rodentia","Citellus fulvus",1020,0.000278,"Herbivore","Eutherian",0.28356
"2423",1,1,"Mammal","Rodentia","Citellus pygmaeus",222,0.00125,"Herbivore","Eutherian",0.2775
"2424",1,1,"Mammal","Rodentia","Clethrionomys gapperi",27,0.00116,"Herbivore","Eutherian",0.03132
"97",1,1,"Mammal","Rodentia","Clethrionomys glareolus",25,0.001325,"Herbivore","Eutherian",0.033125
"2427",1,1,"Mammal","Rodentia","Clethrionomys occidentalis",31,0.000556,"Herbivore","Eutherian",0.017236
"2428",1,1,"Mammal","Rodentia","Clethrionomys rufocanus",38,0.00215,"Herbivore","Eutherian",0.0817
"98",1,1,"Mammal","Rodentia","Clethrionomys rutilus",25,0.00237566666666667,"Herbivore","Eutherian",0.0593916666666667
"2432",1,1,"Mammal","Rodentia","Coendou bicolor",5000,6.3e-06,"Herbivore","Eutherian",0.0315
"2433",1,1,"Mammal","Rodentia","Coendou prehensilis",3360,4.35e-05,"Herbivore","Eutherian",0.14616
"2434",1,1,"Mammal","Rodentia","Coendu prehensalis",4000,4.03e-05,"Herbivore","Eutherian",0.1612
"2435",1,9,"Mammal","Rodentia","Cricetomys emini",1140,0.000134,"Omnivore","Eutherian",0.15276
"2436",1,1,"Mammal","Rodentia","Cricetulus migratorius",30.5,0.00025,"Herbivore","Eutherian",0.007625
"2437",1,1,"Mammal","Rodentia","Cryptomys hottentotus",68.7,0.000741,"Herbivore","Eutherian",0.0509067
"2438",1,1,"Mammal","Rodentia","Ctenomys opimus",241,0.000247,"Herbivore","Eutherian",0.059527
"2439",1,1,"Mammal","Rodentia","Ctenomys peruanus",400,0.0042,"Herbivore","Eutherian",1.68
"2440",1,1,"Mammal","Rodentia","Cynomys ludovicianus",1130,0.00247,"Herbivore","Eutherian",2.7911
"2441",1,1,"Mammal","Rodentia","Dasymys incomptus",88,0.00194,"Herbivore","Eutherian",0.17072
"2442",1,1,"Mammal","Rodentia","Dasymys incomtus",92,0.0019098,"Herbivore","Eutherian",0.1757016
"104",1,1,"Mammal","Rodentia","Dasyprocta leporina",2433.5,7.305e-05,"Herbivore","Eutherian",0.177767175
"105",1,1,"Mammal","Rodentia","Dasyprocta punctata",2800,5.985e-05,"Herbivore","Eutherian",0.16758
"2447",1,1,"Mammal","Rodentia","Delanymys brooksi",5,0.000985,"Herbivore","Eutherian",0.004925
"106",1,1,"Mammal","Rodentia","Dendromus mesomelas",13.75,0.0022615,"Herbivore","Eutherian",0.031095625
"2450",1,1,"Mammal","Rodentia","Dendromus mystacalis",8,0.0006875,"Herbivore","Eutherian",0.0055
"2451",1,1,"Mammal","Rodentia","Dendromus mysticalis",8.2,0.00117,"Herbivore","Eutherian",0.009594
"2452",1,1,"Mammal","Rodentia","Dendromus nyikae",13,0.0004545,"Herbivore","Eutherian",0.0059085
"2453",1,1,"Mammal","Rodentia","Desmodillus auricularis",55,0.001429,"Herbivore","Eutherian",0.078595
"2454",1,1,"Mammal","Rodentia","Dicrostonyx groenlandicus",56,0.000585,"Herbivore","Eutherian",0.03276
"2455",1,1,"Mammal","Rodentia","Dipodomys agilis",60,0.000504,"Herbivore","Eutherian",0.03024
"2456",1,1,"Mammal","Rodentia","Dipodomys deserti",108,0.000469,"Herbivore","Eutherian",0.050652
"2457",1,1,"Mammal","Rodentia","Dipodomys elator",145,0.00145,"Herbivore","Eutherian",0.21025
"2458",1,1,"Mammal","Rodentia","Dipodomys heermanni",72,0.00095,"Herbivore","Eutherian",0.0684
"2459",1,1,"Mammal","Rodentia","Dipodomys merriami",38.5,0.001209,"Herbivore","Eutherian",0.0465465
"2460",1,1,"Mammal","Rodentia","Dipodomys microps",65,0.00131,"Herbivore","Eutherian",0.08515
"2461",1,1,"Mammal","Rodentia","Dipodomys ordii",53,0.000449,"Herbivore","Eutherian",0.023797
"2462",1,1,"Mammal","Rodentia","Dipodomys spectabilis",145,0.000205,"Herbivore","Eutherian",0.029725
"2463",1,1,"Mammal","Rodentia","Echimys chrysurus",475,7e-06,"Herbivore","Eutherian",0.003325
"2464",1,1,"Mammal","Rodentia","Echimys semivillosus",400,4e-05,"Herbivore","Eutherian",0.016
"2465",1,1,"Mammal","Rodentia","Eothenomys smithi",35,0.00161,"Herbivore","Eutherian",0.05635
"2466",1,1,"Mammal","Rodentia","Erethizon dorsatum",8620,3.9e-06,"Herbivore","Eutherian",0.033618
"2467",1,1,"Mammal","Rodentia","Eutamias minimus",39,0.0017,"Herbivore","Eutherian",0.0663
"2468",1,1,"Mammal","Rodentia","Eutamias sibiricus",100,3e-04,"Herbivore","Eutherian",0.03
"2469",1,1,"Mammal","Rodentia","Eutamias townsendi",97,0.000531,"Herbivore","Eutherian",0.051507
"2470",1,1,"Mammal","Rodentia","Gerbillurus paeba",26,0.00195,"Herbivore","Eutherian",0.0507
"2471",1,9,"Mammal","Rodentia","Glaucomys sabrinus",170,2e-05,"Omnivore","Eutherian",0.0034
"2472",1,9,"Mammal","Rodentia","Glaucomys volans",69,0.000293,"Omnivore","Eutherian",0.020217
"2473",1,9,"Mammal","Rodentia","Graphiurus murinus",23,2.5e-05,"Omnivore","Eutherian",0.000575
"2474",1,1,"Mammal","Rodentia","Heteromys anomalus",69,0.00109,"Herbivore","Eutherian",0.07521
"2475",1,1,"Mammal","Rodentia","Heteromys desmarestianus",65,0.000695,"Herbivore","Eutherian",0.045175
